product_name,rating,title,location_and_date,options,verified_purchase,text,helpful_count
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",1.0,Defective right out of the box,"Reviewed in the United States on March 28, 2023",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"Total waste of money. Did not make it through the initial set up before the screen would not respond to me hitting buttons. Got stuck on the add on ""perk"" for adding a Kindle Unlimited subscription (which it would not let me decline, even though it purportedly let you not, the decline button did not work), and now it is stuck on the ""Welcome to Kindle Unlimited"" screen. Boo!",
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,A1,"Reviewed in the United States on April 19, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"What can I say, everybody loves the new Kindle Paperwhite. I did find it difficult to program with the new Kindle 'Collection' feature.",
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",3.0,Disappointed,"Reviewed in the United States on January 9, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"Kindle arrived as described and on time to replace old kindle. However after downloading books from my old kindle, I noticed that there was no description that the books had been read or not. I called Amazon several time to find out how to get that done for the over 450 books I downloaded. No one at Amazon could help. Promises were made for follow up support. Consequently I spent many hours manually transferring that info. If I’d known I had to do this, I would not have bought a new kindle but different device.",
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",2.0,Very Disappointed!,"Reviewed in the United States 🇺🇸 on May 8, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,This kindle is glitchy. The screen will go blank when I  open up the the cover. I have to restart  the kindle and wait for it to reboot which takes awhile. The battery life isn't as good as with my  previous kindles. I also hate that the power button is at the bottom of the kindle. This kindle started acting up right after the warranty return date. So disappointed in this kindle especially for the price.  UPDATE: An Amazon Representative contacted me about the issues I was having with my kindle paperwhite e reader. Amazon replaced my glitchy kindle with a new one. All I needed to do was return the original kindle to them. The replacement kindle is working fine so. Only complaint is I still hate that the power button is on the bottom of the kindle.  THANK YOU AMAZON for such great customer service!,One person found this helpful
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,Exactly as advertised,"Reviewed in the United States 🇺🇸 on April 12, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,Bought the paper white to read in the sun. It operates exactly as I hoped it would. This is my first kindle and I am very pleased.,
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",1.0,E-Waste and Climate Pledge,"Reviewed in the United States 🇺🇸 on October 3, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"My wife and I have two kindle paperwhites between us. I have the 10th generation and I recently bought her the 11th gen. Within a week of purchase the price dropped from $139 to $99. I contacted Amazon support to see if a price adjustment could be made which they said they could not. However, the item is eligible to return so they recommended returning the item and re-purchasing it at the discounted price. I explained that that does not make sense because that is generating additional an additional carbon footprint by shipping the item 2x as well as generating e-waste and additional costs associated with them processing the return. Despite talking to two customer service representatives about the issue that gave me the same pre-typed response each time neither was willing to assist. So, I chose to refund the original purchase and re-order it at the lower price.Good device otherwise. If you've owned a Paperwhite before you're not in for any surprises. It has more-or-less the same features as the previous gen just with the addition of the warm light mode which I think I prefer the regular dark mode for low-light reading regardless.",6 people found this helpful
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",1.0,I'm very disappointed,"Reviewed in the United States 🇺🇸 on February 15, 2023",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"I have had Kindles since they first came out and this is the worst. I wanted to replace my Kindle fire with this because of the battery life and less eye strain but it constantly freezes, it puts books in the queue and never downloads them, every time I try and purchase a book it locks up and I have to restart it. It is more of a pain than it's worth and of course I'm past the return time so I'm stuck with it. For the price it should be running a lot better. The lag time is terrible too. I guess I'll stick with my Kindle fire or reading  books on my tablet.",
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,Best Kindle up to date,"Reviewed in the United States 🇺🇸 on March 2, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"This is my 4th kindle (started out with kindle keyboard, what a gem) and I gotta say this new paperwhite just hits everything right. That new screen size is a bliss. You won't regret it.",One person found this helpful
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,I love it,"Reviewed in the United States 🇺🇸 on January 16, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"This is my first Kindle and I am more than happy!!! I love it....I used the Fire HD to read before and my hands are so happy right now because the kindle it is so lightweight, small, practical, perfect to read, definitely I recommended 100%",
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",3.0,Prefer Kindel to this,"Reviewed in the United States 🇺🇸 on August 8, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,It is not as easy to navigate as the Kindel is. I prefer over the Paperwhite.,One person found this helpful
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",2.0,Too small and missing useful features,"Reviewed in the United States 🇺🇸 on May 30, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"My Kindle Fire will not hold a charge anymore, so I started looking for a replacement. I read many reviews of how much people loved their paper white so I decided to give it a try. I researched it before buying it and thought I would like it since it is glare free, even though it had less features than my Fire. I was wrong. I miss the scroll page option and text to speech. I also need big letters to see and since the screen is so small, it seems like I have to click to turn the page constantly. I kept it too long past the return window thinking it would just take time to get used to it. I wish I had saved the money, and just bought another fire. It just isn’t the right book for me.",
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,100%,"Reviewed in the United States 🇺🇸 on June 5, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,What can I say...kindle makes great stuff. I love my Paperwhite!,
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",3.0,"Amazing device, but with some major flaws","Reviewed in the United States 🇺🇸 on March 26, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"I love how the e-ink looks on the new Kindle, and the size is perfect.So why 3-stars?The location of the power button is horrible. I’m usually holding the kindle in my right hand with my finger underneath the bottom edge, and every 5 minutes I accidentally press the button and turn it off. Really ruins my reading experience.",2 people found this helpful
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",1.0,BUYER BEWARE!!!!,"Reviewed in the United States 🇺🇸 on January 1, 2023",Option: Without Kindle Unlimited | Digital Storage Capacity: 16 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"I received a defective kindle out of a perfect box. No package damage. There are little cuts of brightness under the screen. I contacted customer care to get my warranty replacement and they’re REFUSING and trying to force me into a return/refund only because I purchased my kindle while they were on sale. I’m in an ongoing 2-day argument with Amazon over this. One of their “specialists” yelled at me and disconnected the call after I told her I wouldn’t be okay with anything other than a replacement which the WARRANTY it comes with covers. I did some research and several people have had this issue. Someone said they got theirs replaced but needed it replaced 3 times. The hassle isn’t worth it and neither is waiting for defective devices. Invest in a nice e-reader from a different company or buy it from Best Buy, they’ll make sure to cover your warranty.",2 people found this helpful
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",1.0,Awful! Amazon has sent me 3 and they all malfunction,"Reviewed in the United States 🇺🇸 on June 30, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"I’ve gotten 3, so far, from Amazon and they all malfunction and stop working in under two weeks.  They first try to send you a refurbished one but that ones already directive. We had to call and complain non stop for a refund just so we could purchase a new one without previously known issues… otherwise they were just going to send me another refurbished one which the rep said would probably have problems. They supposedly noted our account several times about “the plan”. ( the plan being they would credit us a gift card to buy a new one after receiving the ones we sent them ) After sending back the first two we had to literally fight for WEEKS to get a gift card refund so we could get the new one. They didn’t automatically credit me.  We were still paying for the service but with no tablet. They apparently couldn’t tell it was sent back until we complained to several reps. It was never going to be credited. This was a nightmare. We got the 3rd tablet Monday and it’s Thursday today. It’s already malfunctioning. I would not recommend this product or recommend depending on Amazon to follow through with what they agreed to do.  We had to fight so hard just get get our money back in the form of a gift card just to get another defective product.",10 people found this helpful
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",2.0,Don't be fooled by Amazon,"Reviewed in the United States 🇺🇸 on December 16, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"Just like what they're trying to pull with driver tips, beware ordering a ""Used - Very Good"" product. They'll try to send you a ""Certified Refurbished"" model like they did to me. No explanation, no offer to make it right.",
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",2.0,screen froze after 9 months,"Reviewed in the United States 🇺🇸 on December 26, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,I had an older paperwhite for years. Getting ready to retire and lower income so I ordered a new one to have for retirement. Lasted 9 months and the screen froze. No extended warranty. Very disappointed.,
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",1.0,Absolutely terrible product,"Reviewed in the United States 🇺🇸 on February 16, 2023",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"I NEVER leave reviews unless something really blows my mind or is truly terrible. This is a terrible product. I spent 2 hours trying to sign in to my Amazon account. Every time I’d type in my email and password it would go to a blank white screen and freeze. When I finally did manage to sign in, the Amazon store froze. When I finally got in to the store and tried to search for books, it wouldn’t work at all. I bad restart this thing like 12 times. Worst thing I’ve ever bought on Amazon and maybe one of the worst technological devices I’ve ever used.",
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,A nice Upgrade for the Paperwhite,"Reviewed in the United States 🇺🇸 on November 9, 2021",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"The screen is outstanding and the size is a nice compared to larger tablets (i.e., 8"" or bigger). It is easy to hold and read, yet still small enough to carry in a pocket. The software has evolved to be flexible and easy to use. This is great for. reading outside in daylight, yet still illuminated for darker conditions.",One person found this helpful
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,Why did I wait so long?,"Reviewed in the United States 🇺🇸 on January 11, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"I love being able to download books immediately, read a sample, and read in bed with the lights off. Good size for holding in one hand, lightweight, dark mode is easy on sleepy eyes. This is my first e-reader but IMO they got this one right.",
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",4.0,good to read,"Reviewed in the United States 🇺🇸 on January 10, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,The operation is slow and needs to wait,
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,Easy to bring on trip,"Reviewed in the United States 🇺🇸 on January 12, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"Easy to use and upload books. No glare on screen at all, great for outdoors or beach. It was a little smaller than I expected, but it’s about the size of a regular paperback. Words are very easy to read on screen, true paper white.",
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",1.0,What a POS,"Reviewed in the United States 🇺🇸 on February 9, 2023",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"Ordered the new 2022 paper white, though my old one was working fine , thought new one would be better. Boy, I was wrong, battery life seemed shorter than my 2015 model and when I went to charge it while I was reading, the touchscreen became non- responsive. Finally able to get to a power off screen and tried to restart but unable to do that and couldn’t do anything at that point, as it wouldn’t even power off, and have you tried to deal with Amazon on any of their products? Needless to say if I hadn’t traded my old one in I would have sent this POS BACK, instead it will go in the trash can",One person found this helpful
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",3.0,My 4th and least favorite kindle,"Reviewed in the United States on March 12, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"I love kindles, obviously since this is the 4th one I have had over a dozen years. But this one not so much, often I am reading and suddenly I can't get the page to turn or I turn it on and all I get is a white screen and then I have to restart it. I would not recommend this version.",2 people found this helpful
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",3.0,Hardware is great. User interface is painful at best.,"Reviewed in the United States on December 11, 2021",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,The hardware works well. Easy to read. Pages flip reasonably quickly.  The user interface is painful.  The designers should not be shot but a little mild torture would not be out of line.  Where is the download for my 1000 books on the Amazon cloud? Why can't I see the lists of books so I can quickly find the one I want? Where is the LOCAL search?  I don't want JUST a seach of all books on Amazon.  I probably won't return the kindle but its painful enough to use that it will be relegated to the bathroom.,2 people found this helpful
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",3.0,Kindle stopped working.,"Reviewed in the United States on June 5, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"The kindle won’t wake up. If we try a shut-down so we can restart, the kindle will go to a blank screen And right back to a start screen instead of restarting.",2 people found this helpful
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",1.0,Frustrating,"Reviewed in the United States on December 18, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"Literally a love/HATE relationship with my kindle. While I'm reading a book I love it. I love the size of the kindle, the weight of the device, the dark screen and the battery life. What I hate about it is the screen graphics - they are extremely low grade, how the library/listing of your books in the cloud and on your device is presented, how extremely cumbersome it is to use the web browser and how, Lord give me patience, SLOW the device is when TRYING to connect to the Amazon website. When you ask for your books to be listed by author and publication date on the kindle it is totally wrong and out of proper order. For me this is critical as I am reading a series with 27 books. You'd think they'd get this all correct by now. I'll give Amazon a B- for effort, an F for execution. Their kindle software needs a serious update.",3 people found this helpful
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,Requires a little adjustment from gen 8,"Reviewed in the United States on March 11, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,I am really going to enjoy this kindle.  I was a little disappointed I did not get the 3 month free kindle unlimited.  I am not sure what happened.,
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",2.0,Issues with book not opening,"Reviewed in the United States on October 20, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"If I'm reading a book and exit to the home page in order to search,  once I try to open the book I was reading again it says ""opening"" but won't open.  I always end up having to delete the book and add it back again.  Other than that, I really like the device.  Please fix this.  It's extremely annoying and takes a while to fix",
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",2.0,My first book I downloaded the whole book is highlighted.,"Reviewed in the United States on May 16, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,I was looking forward of getting a the new kindle. I wanted to read more and thought this would be a perfect answer to lug around bulky books.  I set up my kindle and downloaded my first book Moby Dick  a classic I wanted to read.  When I opened up the book ALL the book was highlighted!  I went on the internet  and they said to follow the directions to Turn off the  The Popular Hightlights switch.  I did that and still the Moby Dick book is still highlighted! I installed the updates and restarted the Kindle twice.  Still the Moby Dick classic is still highlighted throwout the book.  Any suggestion of how to turn off the high lights?  If I download a different version of Moby Dick would that help?,
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,Amazon Kindle,"Reviewed in the United States on October 29, 2021",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"Simple to use as Kindle always was; great larger screen which is still very comfy to hold in one hand.New smart features like pencil, web browsing - I don't care, well, I have iPad mini 2021 doing that for me.Smooth clear screen, faster pages switch/refresh, no delays in menu - it's all you need to enjoy your reading",2 people found this helpful
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",2.0,Not happy,"Reviewed in the United States on January 14, 2023",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,The paper white doesn’t move very well doesn’t go back to beginning or up and down shift as it’s supposed to do,
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",3.0,Doesn’t feel like an upgrade,"Reviewed in the United States on March 3, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,It’s a Kindle. Thought I would like the larger size but it’s just big enough to feel awkward.  Not seeing much difference in screen quality. Will try for a couple weeks but not impressed so far.Update 03/03/22_Discovered a bad screen pixel. Returning and will continue to use my current Kindle. In my opinion it's just not enough of an upgrade to merit the extra 50.00.,2 people found this helpful
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",1.0,"Dead Pixels, Amazon Refuses to Replace Device","Reviewed in the United States 🇺🇸 on December 4, 2021",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"So I recently purchased a Kindle Paperwhite on sale. And unfortunately It's beginning to look like it's going to be fully returned. I've had it for less than 24 hours now and it already has at least 1 possibly 2 dead pixels, that are franky driving me nuts, call me neurotic or a perfectionist but when you shell out 100+ dollars for an electronic device you kinda expect it to be working for the company that manufactures and sells them to be able to offer a replacement of the device.I've gone around in a circle with customer support for a half hour now trying to get it sorted out but its becoming quite clear they don't care about honoring the standard retail arrangement of exchanging defective items. Kinda disappointing because I enjoyed reading it on it I guess. But I'm not going to pay 100+ dollars and then play 130+ dollars because customer support ""can't give a replacement""Update: After an hour online with customer service I finally got someone who knew what they were doing well enough to actually help me out.  I will update the review once a replacement has been received and hopefully has a fully functional screen.Update 2: It's been a couple of weeks now (almost a full month) still no eta on the replacement. Though they did appear to put the order through. Just waiting for an actual update to that ETA date still. Definitely would not recommend purchasing a Kindle at this point. I don't think that opinion will change. It's not worth the money for the hassle.",13 people found this helpful
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,Love!,"Reviewed in the United States 🇺🇸 on February 14, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"This is our 2nd kindle and we love it! So much thinner and lighter to hold makes it easier on your hands, especially if you have arthritis. Love the night time lighting and dimming. Good battery life.",One person found this helpful
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,For the price you get ripped off!  There is no charger!,"Reviewed in the United States 🇺🇸 on March 14, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,I am so disappointed every kindle I purchased came with a charger.  This one did not!  Plus the old chargers do not work!  I am disgusted!,One person found this helpful
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",3.0,Just one gripe,"Reviewed in the United States 🇺🇸 on January 14, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"Feels a bit slow - probably because I’m used to tablets. But you get what you pay for. All in all a pleasant experience. One gripe : the built-in dictionaries are utterly hopeless (at least the French and German that I’ve tried).Hopelessly slow even on 5G. Searching the Kindle library is slow and incomplete. I always get more hits on my IPhone, which I then transfer as samples since purchasing on the IPhone is not possible. An average product that showed promise but did not deliver.",
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,"Nice reader, but incomplete","Reviewed in the United States 🇺🇸 on January 9, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"I guess I didn’t read the description, but it didn’t come with a charging cord and the cord from my old Kindle (which I traded in) didn’t fit. This is an annoying! Amazon, if you’re changing the charging cord, include it with the new device.",One person found this helpful
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",3.0,The screen keeps freezing,"Reviewed in the United States 🇺🇸 on March 31, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,The screen keeps freezing. I have to turn it off and then back on in order to unfreeze the screen. It's happening constantly and is very frustrating. It doesn't make sense why its happening for such a newer model. My old one didn't have this problem. Not sure how to stop it from freezing.,
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",3.0,Reading problems,"Reviewed in the United States 🇺🇸 on April 19, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"My eyesight is failing and I need to use a large font.  Setting the font only lasts for a few pages, reverting to the smaller one.  Turning the pages by touching the screen is not consistent, often failing or moving forward several pages.",
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,EBook,"Reviewed in the United States 🇺🇸 on May 17, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,It’s great! Nice touch screen & battery life is nice s& long.,
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,Replacement for original Kindle,"Reviewed in the United States 🇺🇸 on July 6, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,Love this new Kindle!,
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,What’s not to love,"Reviewed in the United States 🇺🇸 on May 18, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,Love my new kindle. I upgraded from an older generation. So glad I did!,
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",4.0,More complex,"Reviewed in the United States 🇺🇸 on January 5, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,Harder to use than the older ones!,
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",2.0,This kindle sucks,"Reviewed in the United States 🇺🇸 on August 2, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,I still have the very first kindle whom I affectionately call the dinosaur. In my opinion it was the best.  The second “the paper white” I bought in 2012 is mediocre. This one flat out is lousy! I can’t even read more than 3 hours without it freezing up or wanting to update! Sometimes it updates 2 and three times in an 8 hour span. I hate this kindle. As I write this the damn thing is updating a third time today! Ridiculous! It’s completely froze up. Just a white screen.  Finish a story?? Id love too! But this thing sucks!,2 people found this helpful
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",5.0,Amazing,"Reviewed in the United States 🇺🇸 on March 9, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"So lightweight and easy to hold while reading. Although I love the feeling of a real book, the second I got this kindle I became obsessed! So easy to use",
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",2.0,Challenging,"Reviewed in the United States 🇺🇸 on July 1, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"This is my 3rd or 4th Kindle Paperwhite.  I loved the first two, but sadly I think this one is a big step backwards.  True, it has a bigger screen in a ""container"" of the same size, BUT the way that is achieved leaves so little border that I frequently find myself inadvertently changing pages backward and forwards OR even turning it off.  I've tried lots of adjustments over the 3+ months that I've had it, but none work.  Amazon has simply crowded too much into a small space.  Also, I can no longer have the time of day show at the top of the screen all the timeVery disappointed.",2 people found this helpful
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",1.0,Not for me,"Reviewed in the United States 🇺🇸 on January 5, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"I decided to buy this for Christmas as an upgrade over a Kindle Fire that is probably 7+ years old. I don’t remember when it was purchased. I received the Paperwhite and immediately started learning how it worked. I have lots of cons which is why I returned the Paperwhite and went back to my Kindle Fire.Display: Kindle Fire has a color display, Paperwhite does not. I thought I’d be okay with this and I wasn’t. I like seeing book covers and text in color. Although the Paperwhite does have a lot more options for font size and style, screen brightness.Interface: Kindle Fire has all of your buttons for home, back, text, notes at the bottom of the screen. I like this setup. Paperwhite you had to tap the screen and have all of the buttons pop up. Some were at the top, some at the bottom. A lot of times when I would tap the screen the page would turn. It was very frustrating and probably the biggest dislike I had with the Paperwhite. Home Screen on the Paperwhite is also very confusing and not user friendly.Battery: Depending on how much I use my Kindle Fire the battery usually lasts about 12 reading hours. I used the Paperwhite for 24 hour reading hours and the battery hardly went down at all.Processing: I thought the Paperwhite would be fast in its processing speed but it wasn’t any faster than my Kindle Fire.Overall: overall I didn’t feel like the Paperwhite was an upgrade over my Kindle Fire.",3 people found this helpful
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",3.0,Amazon has gotten on the greedy .,"Reviewed in the United States 🇺🇸 on April 16, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 8 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,the generation 11 Kindle now uses a different charging chord and is a bit bigger that previous Kindles. Get ready to fork over $$$$$ for a longer charging chord and a new cover. They have me over a barrel so I am not a happy customer.,
"Kindle Paperwhite (8 GB) – Now with a 6.8"" display and adjustable warm light – Black",2.0,I paid for no ads!,"Reviewed in the United States 🇺🇸 on November 17, 2022",Option: Without Kindle Unlimited | Digital Storage Capacity: 16 GB | Offer Type: Lockscreen Ad-Supported | Color: Black,True,"Amazon has put tons of audible books in my library. I don’t own any audible books. I tried to get them removed by customer service, but they can’t be removed! I paid extra for no ads. These are ads! Don’t pay for no ads as they don’t pay any attention to that.",2 people found this helpful
