product_name,rating,title,location_and_date,options,verified_purchase,text,helpful_count
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,I love it so small.,"Reviewed in the United States 🇺🇸 on March 9, 2023",Color: Black | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,"So small ,perfect for my purse",
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,Becoming my favorite kindle. Like the size and it's light weight. Easier to take with me.,"Reviewed in the United States 🇺🇸 on March 16, 2023",Color: Black | Option: Without Kindle Unlimited | Offer Type: Without Lockscreen Ads,True,See above.,
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,LIGHT WEIGHT,"Reviewed in the United States on February 20, 2023",Color: Black | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,"My 3rd kindle is great for OLD me, hands not strong, eyes good since cataract surgery.I like this kindle best. First kindle (2018 paperwhite), Second, 2022 Oasis, too big, too heavy.",
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,I love this Kindle!,"Reviewed in the United States on December 28, 2022",Color: Black | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,"I currently own a Kindle Oasis and the Paperwhite Signature edition, and I have to say I love this new upgrade to the basic Kindle just as much as my other ones. The screen resolution is fantastic, every bit as clear and crisp as my two more expensive Kindles. It's fast too, with quick page turns and no long waits for pages to load when browsing the Kindle store.It's compact and very lightweight, making it great to take with you. I had debated whether to purchase the previous Kindle basic model, but I'm so glad I waited for the upgrade, it is well worth the price, which is still very reasonable.If you are on the fence about this one, I would highly recommend you give it a try. I think you will be as pleased with it as I am. It's a great Kindle, at a great price point.",4 people found this helpful
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,Better than a paperback.,"Reviewed in the United States on January 31, 2023",Color: Denim | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,This is my first Kindle and I’m obsessed!  The battery last for a whole book and a few pages of a new one. I haven’t read in years because my husband goes to bed early and that is my reading time. I can lay in bed in the dark and read without disturbing him. It is light weight and easy to hold. I’ve had it less than a week and am on my fourth book.,
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,very durable.  Pretty.  holds  a lot.,"Reviewed in the United States on February 14, 2023",Color: Denim | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,I like  this Kindle - it is my 6th one.  Very light weight and easy to read.  I wish all the books started with chapter one rather than having to go through and fix it to start at the beginning.,
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,Loving it so far!,"Reviewed in the United States on February 16, 2023",Color: Denim | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,"Better battery life than my Oasis.  Oasis is smaller and I loved the buttons for pages, however this newer Kindle is faster with longer battery life.  Only reason for changing was the Oasis (over 6-7 years old) finally started to reboot and freeze.",
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,great size.,"Reviewed in the United States on March 16, 2023",Color: Denim | Option: With 3 Months Free Kindle Unlimited | Offer Type: Without Lockscreen Ads,True,another great reader,
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",4.0,Amazing upgrade from Paperwhite 2014.,"Reviewed in the United States on November 26, 2022",Color: Black | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,"Coming from the Paperwhite 2014, the biggest upgrade for me is the sharper text, battery life and speed. The screen is the same size at 6 inches as my Paperwhite 2014. I did purchase the Paperwhite Signature and decided to return it. The weight and size were bugging me on the Paperwhite Signature. Also, there seemed to be more glaring on the Paperwhite than this basic Kindle. There’s no warm light but I have no issues without it. If I’m tired, no amount of blue or green or strobing lights will keep me awake. If the Paperwhite Signature were the same size and weight as this Kindle, I would have kept the Signature instead. I read a lot and I have no issues with this edition of the Kindle. My only grip with the Kindle (all editions), there is no text to speech like on the Kindle app. The Accessibility text to speech means it will read everything on the screen and makes navigation awkward and difficult. They need to implement it on the next software update cause no matter how old I am, they’re bound to be some words that I can’t pronounce properly.",54 people found this helpful
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,Another Kindle of many I've had,"Reviewed in the United States on February 10, 2023",Color: Denim | Option: Without Kindle Unlimited | Offer Type: Without Lockscreen Ads,True,"I managed to damage the screen on my last Kindle and needed a new one.Smaller and much lighter is the case for this new Kindle model. I like the lighter weight. As for all the other Kindles I've owned, these devices make reading easy for my old tired eyes.",
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,Amazon’s best Kindle for the money!,"Reviewed in the United States on December 8, 2022",Color: Denim | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,"I never thought I’d love a Kindle this much, especially given that it’s Amazon’s entry level model.  But for that 99 dollars you get 300ppi e-ink display, USB-C charging, 16GB of storage, and battery life that beats my Kindle Oasis.  Plus I love the denim blue color of it.  This Kindle is so compact and light, it really does fit nicely in your pocket even with a case on it.  The Kindle is literally the size of a paperback book that can hold thousands of books with its generous storage.  I have 600 books on it and I have not even put a dent in my storage space.  The user interface is snappy and it is as fast as the new Paperwhite and as the most current Oasis.  The only disadvantages this Kindle has over more expensive models is no warm light feature and it is not water resistant like its pricier siblings.  Still, though, this is THE Kindle to buy and for its price point you are getting a lot of great features in a compact travel friendly device that keeps going and going.  This is a MUST have Kindle.  10 out of 10.",12 people found this helpful
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,Kindle nuevo,"Reviewed in the United States on March 12, 2023",Color: Denim | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,Me encantó!,
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,Love this!,"Reviewed in the United States on February 2, 2023",Color: Black | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,"I haven't had a kindle since they first came out, but I love having one again!  I like the simplicity of this; I just wanted to read a book, and this is perfect for that.  It fits nicely in my purse without weighing it down, and the battery lasts long enough that I can bring it wherever I go and pull it out wherever/whenever!",
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,Great kindle,"Reviewed in the United States on February 23, 2023",Color: Denim | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,"Love this little kindle! It’s quite a bit smaller, thinner and lighter than my previous kindle paper white. Having only been using it for one day, but so far it’s great!",
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,Love,"Reviewed in the United States on March 5, 2023",Color: Black | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,I love reading and this is perfect when I’m reading at night!,
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,100% recommended,"Reviewed in the United States on February 21, 2023",Color: Black | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,I had a 7th generation and change it for this one and I'm very happy with it. Everything I wanted to improve from my previous kindle was improved in this one,
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,Love it!!!,"Reviewed in the United States on February 28, 2023",Color: Black | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,My son loves to read and now he can bring this with him every where. Great price too. He loves it.,
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",4.0,Which micro-usb cable fits this kindle?,"Reviewed in the United States on January 27, 2023",Color: Black | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,"I've ordered 3 different micro-usb cables for this kindle and only 1 fit the device. I like to have a few extras for work and traveling. I just want the cable, not the charging outlet. Can anyone recommend one?",
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,Love This New Generation Kindle!,"Reviewed in the United States on January 25, 2023",Color: Denim | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,"Small enough to fit in my purse. Easy to operate, and to download new books, easy to read. I love everything about this Gen15, and don't know why it took me so long to upgrade. I've been using my Gen2 since 2010, and probably would still be using it if Amazon would still support it. They force me to change but now I'm so happy they did. I even bought the cover that fits it perfectly.",
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,Excellent quality and easier to read than previous models.,"Reviewed in the United States on February 25, 2023",Color: Black | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,Nice quality. Excellent battery life. Easier to read with the whiter background but all previous models were well made.,2 people found this helpful
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",1.0,Prefer my Fire HD,"Reviewed in the United States on January 3, 2023",Color: Denim | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,"NOTE FOLLOW UP EDIT AFTER BELOW REVIEWI wanted to like this device after reading the reviews.  I dropped my Fire HD 8 (10th gen) and the screen cracked down the middle but it is still very readable.  It is a fairly heavy device with the kickstand cover on it, so poked around to see what I could replace it with—since I really don’t tap into all of its computing power and apps.  I was intrigued by a lighter device that would also be readable outdoors in the sun.  I’m afraid, however, that this Kindle Basic is just too basic.  My primary source of reading material is the library. Overdrive was my download platform, and then my library switched to Libby. You cannot download either of these apps to the 11th gen Basic. In fact, you cannot download any apps, and the web browsing experience is dreadful. If latency and stuttering bother you, you will hate this.  So in order to download from the library you have to use another device and then point that device to this device to download the book. Not a huge hassle, but having all of your interactivity on a single device is where I want to be. Regarding the performance of the Basic:  the page turns are definitely not as quick and crisp as the Fire. It is slower, and there is a tad bit of latency.  If you read at night next to your significant other, the “Dark Mode” on this device is more gray than it is black. Definitely inferior to the blacks that Fire offers.  If you enjoy seeing the the full color covers of the books you read—you won’t be doing that here.  Finally, the size is just too small for my liking. Why not just read on your phone if this is the size you are looking for?  Lastly, I don’t trust all of the reviews boasting about battery life. Mine arrived at 53%, and by the time I was done with Amazon Kindle Support on the phone to confirm the web and app limitations the battery was down to 43% after also running a book download experiment by installing the Libby app on my phone and pointing the download at the new Basic. The Basic is now back in its shipping box with the return label attached and ready for a drop off at UPS.********Follow up:I have received my new Fire 7 (see picture above) and have achieved all of the goals I set out to accomplish.  The photo compares it to my Fire 8 HD (with a vertically cracked screen that you can’t really see).  Initially I had the 8HD for traveling and downloading movies. I don’t do much traveling anymore, but if I want to download content, I figured I can just use my MacBook with Retina screen for that.  And besides, all of the reviews for the Fire 7 say it is hard to tell that there is no HD since it is a small screen experience that you are only 2-3 feet away from. I don’t disagree. The great news is that without HD there is not as much processing speed required, so you end up with a MUCH lighter devise. As an ebook reader the performance mirrors the 8HD: crisp precise page turns, etc.  As you can see in the photo, the white background, however, is a little warmer, which I don’t mind at all. The morié effect on the Fire 7 pic is just a byproduct of the photo, and it does not look distorted in real life.  The weight of the Fire 7 and the cover with kickstand and hand strap that I have ordered is just over 15oz, which is just under 1 lb.—the weight of the average hardback.  Perfect.  Smaller and more manageable, lighter, excellent performance, the ability to download apps, a good web browser, ability to download content up to 16GB, and MUCH CHEAPER than the Basic Kindle.  The only thing that Basic Kindle will do better is allow you to read in direct sunlight—which I rarely do anyway since I am usually active when in direct sunlight.  5 stars for the Kindle Fire 7.",17 people found this helpful
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,a light and very compact Kindle,"Reviewed in the United States on February 28, 2023",Color: Black | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,I like how light and very compact this new Kindle is.  I can take it anywhere.,
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,Perfect size,"Reviewed in the United States 🇺🇸 on February 22, 2023",Color: Black | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,Great size and lighting is perfect. Got a little cover for it and i can fit it right into my hand bag,
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,I didn’t think I’d like it,"Reviewed in the United States 🇺🇸 on December 23, 2022",Color: Black | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,"I’ve always used the kindle mobile app, but recently I’ve been getting bad headaches from reading in the dark at night. We have a small apartment with a baby, and leaving the light on isn’t an option. No matter how much I dimmed my phone screen, my eyes were still strained. I decided to give the kindle a try since it was supposed to be easier on your eyes. I wasn’t sure that I’d like it. I’m used to using the continuous scroll option in the kindle app. Surprisingly to me, I actually really like it. It’s super lightweight compared to my phone, it doesn’t hurt my eyes, and I can read better outside as well. I do miss the continuous scroll, and wish that was an option for kindle devices, but it’s a small sacrifice for not getting headaches.",
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,Everything is perfect!,"Reviewed in the United States 🇺🇸 on March 10, 2023",Color: Black | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,Everything is perfect!,
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,Best entry level Kindle yet!,"Reviewed in the United States 🇺🇸 on November 22, 2022",Color: Black | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,"I have the current Paperwhite 2021 and the 2018 version.  This new Kindle is really comparable to the 2018 version without being waterproof.  I think the build is sleek.  It may not be premium but it's nice.  If you plan to use a case you aren't going to notice anyway. The text seems crisper with sunken bezel screen vs. the flush screen of the Paperwhite.  This Kindle is really all that is needed to have good reading experience since it has dark mode for night time reading.  The 6 inch screen is more than adequate for reading.  It only has 4 leds lights, but without the extra layer of plastic/glass on the screen the background of the screen seems about as bright as the Paperwhite which has more lights, when used at the same brightness level. Unless you read in the  bath you don't really need the waterproofing.  I read outside sometimes and the previous basic Kindle has gotten raindrops on it with no issue's. I think the compact design makes it very portable and easy to hold comfortably.  If you plan to take this to work or school it's a great choice.",9 people found this helpful
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,Love My Kindle,"Reviewed in the United States 🇺🇸 on March 4, 2023",Color: Black | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,Makes it so easy to read multiple books and it’s a great size and weight.,2 people found this helpful
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,Perfect size,"Reviewed in the United States 🇺🇸 on February 16, 2023",Color: Denim | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,I love this kindle it’s the perfect size it’s light and can go anywhere easily. I have had this for 10 days and on my 4th book!!!! Love it I am buying my daughter one for Easter,
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,Love It!!,"Reviewed in the United States 🇺🇸 on February 22, 2023",Color: Black | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,I love my new kindle. It is easy to read and I like that it is a touch screen.,
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,Great for new readers,"Reviewed in the United States 🇺🇸 on February 19, 2023",Color: Denim | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,"Great and easy to use, lags a lot and slow to react but great for new or beginning readers. Would not recommend for those who read very fast and a lot",
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,Awesome,"Reviewed in the United States 🇺🇸 on March 6, 2023",Color: Black | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,Best Kindle reading experience so far,
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,Very happy with this model,"Reviewed in the United States 🇺🇸 on January 13, 2023",Color: Black | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,"I have used kindle and other readers since the original Kindle keyboard.  I have loved them all.  This one (11th generation) is great. Slightly smaller and lighter than previous model, but still the same screen size.  The backlight makes it easy to read in bed at night, or in a dim living room while your spouse watches television.The only complaint I have is common to all but a few models of eReader, regardless of make. That is the lack of buttons for page turning.  The original kindle keyboard had them and I loved it.  Please bring them back.",One person found this helpful
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,Take with you anywhere!,"Reviewed in the United States on February 12, 2023",Color: Black | Option: With 3 Months Free Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,"I love my new kindle! I’ve always like to have a physical book but I’m really getting use to this kindle. It’s small , light , no glare!! If you read a lot I’d recommend trying it out!",
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,Love my new kindle,"Reviewed in the United States on February 25, 2023",Color: Denim | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,i love the lighter weight.  I wish I could figure out how to increase the font.,
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,I love my Kindle,"Reviewed in the United States on February 10, 2023",Color: Denim | Option: With 3 Months Free Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,I love my Kindle.  The pages make it much easier to read  I take lots of cruises and can't wait to take it with me and not have to carry several books,
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,Best ever,"Reviewed in the United States on March 8, 2023",Color: Black | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,I loooove it!,
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",4.0,Has lighted screen,"Reviewed in the United States on February 17, 2023",Color: Denim | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,"Battery lasts, light is good to read by.",
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",4.0,Portable reader,"Reviewed in the United States on February 4, 2023",Color: Denim | Option: Without Kindle Unlimited | Offer Type: Without Lockscreen Ads,True,Nice e-reader to carry with me. Unfortunately Kindle still lacks a good interface fir managing/organizing large collections.,
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",4.0,All great dislike adds on Lock Screen,"Reviewed in the United States on January 15, 2023",Color: Black | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,This replaced my ancient kindle that was slow and hard to use. The new one is fast and light. The only thing is the adverts for books that show when waking the device or when screen is going to lock. Either way I prefer the black & white scree saver on the old device.,
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,Great product,"Reviewed in the United States on March 6, 2023",Color: Black | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,Great product,
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",4.0,"Some steps forward, some steps back","Reviewed in the United States on December 1, 2022",Color: Black | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,"Compared to my 8th generation kindle.  It's smaller, and it -seems- noticeably lighter even though the specs says it's very marginally lighter.  Screen seems sharper, and backlight seems useful (although i will never use it).  The on-off button works better (the button on my old one was always finnicky), but I do notice that it takes more pressure to engage the touch screen.  Buttons have to be pressed more firmly, and I can't turn the page with my fingernail anymore, it needs a swipe that is pressure behind it.  Otherwise the experience is almost exactly the same.  Has the same cr@ppy software update that removed the super-useful BACK button.  All in all an improvement, but the touchscreen was a surprise.",16 people found this helpful
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,Back to Books,"Reviewed in the United States on January 25, 2023",Color: Denim | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,"This was a great Christmas gift from my husband!! He asks, I tell. I love how quickly I set this new one up, everything I had in my old one is there.  I can’t say too much about the battery, but it does last for weeks and I love that I can read and my husband can sleep , the back light is wonderful. When this Kindle is kaput, I will buy another from Amazon!!",One person found this helpful
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,"Great, compact","Reviewed in the United States 🇺🇸 on February 28, 2023",Color: Denim | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,Perfect kindle version! Love the blue color,
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,Envío rápido,"Reviewed in the United States 🇺🇸 on March 7, 2023",Color: Black | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,👌,
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,My Reading Buddy,"Reviewed in the United States 🇺🇸 on February 3, 2023",,True,"I love reading on my Kindle.  That said, this is my 4th Kindle!  I don’t know why the previous 3 all pooped out on me.  I’m hoping this new one lasts longer than the 1 1/2 years my last one did.  This time I bought the 2 year warranty.",
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",3.0,It’s ok,"Reviewed in the United States 🇺🇸 on March 18, 2023",Color: Denim | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,The quality was poor. I was very disappointed because I’ve had a kindle years ago that was cheap but had great quality…some kindles allow you to download a few other apps this one does not..I found it difficult to go to a previous page and also limitations concerning settings…because there were not a lot of options Actually my iPad kindle has more options…The reason I purchased this device was because it was cheap and my iPad was broken…But for me this was a waste of money..I still end up using my kindle app on my phone…I think I throw this kindle device away….Not sure what I did with it…Now I have a new iPad which I am extremely happy with it and the kindle app 😄😀,
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,love it,"Reviewed in the United States 🇺🇸 on March 3, 2023",Color: Black | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,I love the small size and very easy to read,One person found this helpful
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",4.0,Worth the money,"Reviewed in the United States 🇺🇸 on January 11, 2023",Color: Black | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,"It’s a little laggy, obviously. It’s no iPad. But mine doesn’t do the weird black glitch thing like others have posted. It works perfectly for what I need it to do which is read. When it comes to that, 5/5 stars. Only gave it 4 above because of the slowness.",One person found this helpful
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",4.0,"Thin bezel makes it hard to hold, with or without a case. Solid otherwise.","Reviewed in the United States 🇺🇸 on January 21, 2023",Color: Black | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,"I like the small size, but the thin bezel makes it too hard to hold compared to my 3rd gen Paperwhite, and it's frustrating enough that I'm planning to return it. It's okay otherwise, but I'm spoiled by my old paperwhite.",
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",4.0,Battery Life is great,"Reviewed in the United States 🇺🇸 on January 21, 2023",Color: Black | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,I use this product to read books from the library.  It's easy to read and the battery life is wonderful.  I haven't had it very long so the only feature I've used is reading.,One person found this helpful
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,Love the Kindle,"Reviewed in the United States 🇺🇸 on February 20, 2023",Color: Black | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,The kindle is easy to use and was great for reading my book that I had ordered through Amazon. Battery lasted through the whole book.,
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",4.0,"Great for Reading, Substandard for Managing Library","Reviewed in the United States 🇺🇸 on January 3, 2023",Color: Black | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,"I bought this for my husband for Christmas.  It's his first Kindle, and it has made reading so much easier because of the device's lighting.  It seems like he rarely sets it down for more than a few hours at a time, so I know he's loving it!  I'm writing this review, but he gave me the headline for the review.  -The Mrs",
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",4.0,Reading,"Reviewed in the United States on January 23, 2023",Color: Black | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,"I use this all the time! It is an amazing gift and it is so easy to use and to set up, best purchase that I have made in a while",
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,Great gift for the reads a lot!,"Reviewed in the United States on February 13, 2023",Color: Denim | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,This was for the wife who is a daily reader of various novels! This was replacing older Kindle (version 2). She loves it…..”small enough to fit in her purse or coat pocket!”,One person found this helpful
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,It is my second kindle.,"Reviewed in the United States on February 18, 2023",Color: Black | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,The only complaint  is unable to return to home screen after completing a story. I have to restart the kindle.It should be easier.,
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,Great product. The light displace is great for dark/bright environments.,"Reviewed in the United States on February 2, 2023",Color: Black | Option: Without Kindle Unlimited | Offer Type: Lockscreen Ad-Supported,True,"Great product for reading. The web browser needs work, however the simple yet useful setting and features make reading with the product a 10/10 experience. The added storage, smaller size and battery life make it an excellent product for at home or on the go reading",
"Kindle (2022 release) – The lightest and most compact Kindle, now with a 6” 300 ppi high-resolution display, and 2x the storage - Black",5.0,High Quality Reading at My Age (72‼️).,"Reviewed in the United States on January 30, 2023",Color: Black | Option: Without Kindle Unlimited | Offer Type: Without Lockscreen Ads,True,"This kindle has been such a blessing to me! It is easy to carry and read, it is not heavy in my purse, and it’s easy to hold. Though I have not yet learned all the details of operating this little cutie, it serves me well wherever I travel.",
