product_name,rating,title,location_and_date,options,verified_purchase,text,helpful_count
Apple Pencil (2nd Generation),5.0,Do you REALLY need it?,"Reviewed in the United States on February 6, 2022",,True,Works really well. No issues at all. Just make sure you will use it. It's not a necessary accessory unless of course you're an artist or perhaps enjoy taking notes with a pen (although typing is faster and more legible).,
Apple Pencil (2nd Generation),5.0,Love it,"Reviewed in the United States on June 27, 2022",,True,Just wish it came with extra tips.,
Apple Pencil (2nd Generation),5.0,Much improved over Gen 1 pencil. Magnetic ‘holder’ and wireless charging is a great addition.,"Reviewed in the United States on July 10, 2022",,True,Absolutely great performance!,
Apple Pencil (2nd Generation),5.0,As new,"Reviewed in the United States on July 8, 2022",,True,Works as same as new,
Apple Pencil (2nd Generation),1.0,I go through 4 a year,"Reviewed in the United States on February 21, 2023",,True,"Why this product is rated so highly is beyond me. I waste over a hundred dollars on these things every year, the longest one lasted me was 10 months. For such a high rated brand, these pencils come with an incredible array of issues and glitches. Extremely breakable. Maybe I’m just cursed with a bout of bad luck, but I’m really disappointed that these hundred dollar pens are what’s considered the best option out there for artists. If anything, heed this review as your warning to take as much care possible of these things. Don’t get even a drop of water on them. If you’re lucky, you’ll make it half a year with your apple pen in tack",One person found this helpful
Apple Pencil (2nd Generation),4.0,I just wish it was cheaper and thicker,"Reviewed in the United States on December 7, 2021",,True,"I still think Apple products are autrageously prices, but also, a thicker round pens are more stable on your hand",
Apple Pencil (2nd Generation),5.0,It comes neat and wrapped!,"Reviewed in the United States on January 27, 2021",,True,Hi everyone! I just wanted to say I got this 2 days after ordering it but I haven’t got my iPad Air generation 4 yet but when I got this in the box it looked amazing and the box is clean and neat and it comes wrapped just like you got it at the apple store as well as the actual pencil was wrapped! It feels amazing and looks great so over all I totally recommend this Apple Pencil even though I haven’t used it yet! 🤍,
Apple Pencil (2nd Generation),5.0,"Don't try to save money, buy the real deal","Reviewed in the United States on December 18, 2021",,True,"I bought a knockoff and used it some. I bought an Apple Pencil and I use it daily. Writing and drawing are on a different level. Don't waste you money on a knockoff, if you think you'll use an Apple Pencil then get an Apple Pencil not a knockoff.",3 people found this helpful
Apple Pencil (2nd Generation),4.0,Great iPad Pro accessory,"Reviewed in the United States on May 7, 2021",,True,I got an iPad Pro and bought this pencil to use with it on photography editing and graphic design. It works great. My only issue besides the ridiculous price was amazon sent me a dirty used pencil even though I paid full price for a new one. So I returned it and amazon sent me a replacement the next day.,
Apple Pencil (2nd Generation),5.0,It’s a great designed item,"Reviewed in the United States on July 7, 2022",,True,It’s a great designed item,
Apple Pencil (2nd Generation),5.0,Excelente,"Reviewed in the United States on February 13, 2022",,True,"Me gusta todo del Apple Pencil, sin embargo no se puede mantener sostenido por sí mismo por mucho tiempo ya que se resbala por su textura lisa, sin embargo con una funda grip todo queda solucionado.",
Apple Pencil (2nd Generation),5.0,I love it!,"Reviewed in the United States on January 28, 2021",,True,.When I got my new iPad Air for Xmas I was really sorry my old pencil didn’t work with it. Xmas gift cards to Amazon just happened to add up to the latest sale price on the new pencil. Color me happy!  I love the way it recharges by just snapping on to the side of the iPad. Also it’s great to check the pencils battery status by attaching it.I am so pleased with the new pencil and use it all the time.,
Apple Pencil (2nd Generation),3.0,Broke after a few months.  Just buy from Apple,"Reviewed in the United States on March 18, 2022",,True,"I dislike because around 3 month in it stopped working. Amazing shoves me to Apple.  Then they hold another $150 on your card untill you mail yours back.  Funds wrapped up for 3 weeks and no pen.  I highly recommend owning two of you need yours to work.  If you want faster exchange if it breaks, go to Apple store or Best buy.",
Apple Pencil (2nd Generation),5.0,I really like how easy it is to use !!!,"Reviewed in the United States on May 13, 2022",,True,I liked how easy it was to hold and the accuracy it has!!,
Apple Pencil (2nd Generation),5.0,Buy it,"Reviewed in the United States on June 17, 2022",,True,Easy to use and very accurate to touch,
Apple Pencil (2nd Generation),3.0,I don’t Thank this an actual apple pen,"Reviewed in the United States on May 14, 2022",,True,Ok my old apple pen broken (after 6 months) so I bought a new one and the tip just god damaged like after 2 months. If this is really the apple pen then the tip is a low quality,
Apple Pencil (2nd Generation),5.0,Love this pen!,"Reviewed in the United States on November 6, 2021",,True,"Got this for my iPad Pro 12.9”. It’s great, and I love the fact it charges magnetically, making it so easy to carry around. I mostly use it for drawing with Procreate; the only gripe I have with it is that it switches between eraser and pen with the slightest touch, but you can easily disable that function.",
Apple Pencil (2nd Generation),1.0,I bought a used pencil and they sent me a broken one,"Reviewed in the United States on December 29, 2022",,True,"I purchased a used Apple Pencil, cutting a good $30 off the price. I figured it’d be atleast fairly cleaned or refurbished even, but no. They sent me it in a box that was falling to pieces an wrapped completely in tape to hold it together.I figured that’s not a big deal, as long as the pencils fine, because i don’t use the box anyway. But the pencil is stained a deep yellow, an covered in scratches. Disappointing sure, but hey you get what you pay for right?Apparently not because the pencil connected to my iPad flawlessly, charged very quickly, but doesn’t work in any capacity. I’ve had to buy pen heads to replace the old ones as I hear that works sometimes. It didn’t change anything. It’s not a battery problem because I watched it charge from 5% to 100%, meaning it’s not a false 100%.So yea I spent about $100 on e trash",3 people found this helpful
Apple Pencil (2nd Generation),1.0,I am very sad and upset with this item,"Reviewed in the United States on February 7, 2020",,True,"Okay, so I bought this apple pencil 2nd generation.It did not have a vinyl sealing to it. To be honest, I did not realize this right away. I was just happy to see it arrive.Well, then I opened up the box to see that it had black markings on it.Then, it came to me, ""is this not new?""So I looked up Apple Pencil 2nd Generation Unboxing videos on youtube. They all had vinyl packings on them. Which mine did not have.So I called up Amazon to file a return. I was not happy about this at all. But, the lady at the customer servicr was very nice to lead me through the process. So I decided not to get angry and just have another one sent to me.But, unfortunately, the story does not end here.So I got the new amazon package this morning.I opened the amazon box. But the item did NOT have a packing either.I was not amused. But nonetheless I pulled on the plastic to slide the box out of the outer pocket.There was another surprise for me there.When I pulled on the plastic, I could see the bottom the box, not the top(with the apple instructions and everything).Like, literally, the box had been inserted upsidedown by some unknown person before me. I thought, well clearly this is not a new product.But this was my second time getting the pen. I was tired of waiting and I didn't want to go the UPS store again to return my faulty item. So I decided to take a look at the item.Thinking, "" if it was clean, maybe i'll just take it.""Ha!But that didnt work out either. They had sent me a apple pencil 1st generation.I feel like its natural to get a bit angry now. I could have been happy with my pencil days ago. Now I have to go through UPS again.I am upset, angry and very very sad.",81 people found this helpful
Apple Pencil (2nd Generation),1.0,potentially counterfeit?,"Reviewed in the United States on February 5, 2023",,True,"i got the pen on sale for $80 - maybe for good reason. it was sealed new in box, but after using it for a little while i noticed the screen wouldnt respond unless i put on extra pressure. it was difficult to unscrew the tip and when i finally did, the inside was full of black powder, like the rod inside was rubbing off against the inner screw portion of the tip. ive been using apple pencils for a few years now and have never seen this. the tips usually screw on and off with ease and the inner rod remains gold even after wear and tear. maybe just a faulty pen, maybe counterfeit. strange experience. the return was easy though! i went and bought another for full price from t@rget and it works perfectly.",4 people found this helpful
Apple Pencil (2nd Generation),5.0,It’s Apple - Pricey - but worth it!,"Reviewed in the United States on May 26, 2020",,True,"You can’t go wrong with the Apple Pencil Gen 2.  I was on the fence about it just like you probably are - should I go with a cheaper non-Apple copy?  Many who do end up getting this one anyway.  So I just cut to the chase and bought Apple.  I haven’t regretted it for a second.  It’s fantastic with Procreate!  It’s nice not having to worry about that end cap covering the lightning plug coming off, because this doesn’t have that.  Just pop it on the side of your iPad and you’re immediately charging.  I’d buy this again... very satisfied!",
Apple Pencil (2nd Generation),4.0,It’s ok,"Reviewed in the United States on December 7, 2020",,True,"The gen 2 Apple Pencil is a must buy, but there are some things wrong with it. The touch screen is fine, but could use some work. It is not that easy to hold with my hands, I wish there was more grip on the pencil. But the accuracy is amazing, it is accurate to the the very pixel you are touch the pencil one. Overall this is still a must buy if you need one.",
Apple Pencil (2nd Generation),5.0,Perfect!,"Reviewed in the United States on June 6, 2022",,True,Enjoying my Apple Pencil! Makes life a little easier,
Apple Pencil (2nd Generation),5.0,Simply awesome!,"Reviewed in the United States on August 6, 2021",,True,"My girlfriend left me in charge of her dogs one night. Somehow, while I wasn’t looking, the boxer grabbed the pen off of her desk and chewed it beyond recognition. I immediately panicked and ordered the genuine apple pen off of Amazon and got same day shipping which took only three hours to deliver. Needles to say, my girlfriend knows not that she is using a replacement!",
Apple Pencil (2nd Generation),5.0,Works very well,"Reviewed in the United States on May 17, 2022",,True,I love it makes doing school and art work so much easier,
Apple Pencil (2nd Generation),4.0,Works just fine,"Reviewed in the United States on July 27, 2021",,True,"I have been using the pencil on the application note plus. It works fine. I have a protective shield, so there’s a big of a lag time but other than that the investment  is worth it. If you want to have options in terms of taking notes or writing lectures",
Apple Pencil (2nd Generation),4.0,Don’t use it,"Reviewed in the United States on January 1, 2022",,True,Don’t use it… not a lot of use to me.,
Apple Pencil (2nd Generation),5.0,Does what it’s made for,"Reviewed in the United States on June 24, 2022",,True,"Simple, does what it needs once connected!",
Apple Pencil (2nd Generation),5.0,only compatible with certain ipads,"Reviewed in the United States on July 25, 2021",,True,"i didn’t know that certain apple pencils work for certain ipads… so i refunded it, but the refund process was successful, and i got my money back! but it did come in great shape, it just wasn’t compatible with my ipad pro (2nd generation). i’m only giving it 5 stars because product was not defected and i got my money back very fast! :)",
Apple Pencil (2nd Generation),2.0,My god this is an overpriced piece of crap.,"Reviewed in the United States on September 12, 2022",,True,"They literally design this thing to get lost. Which is what happened to me. No clip, “magnetic” charging…on a very loose connection…if you turn it backwards, it instantly falls off…For ONE HUNDRED AND TWENTY NINE BUCKS. Thank God I could expense a new one on the company card, or I’d never give Apple another penny for something like this.You know, they could have put a “pen cap” style clip to fasten it onto something…but, that wouldn’t serve their profit margin.As far as actual use, it works. No complaints.",One person found this helpful
Apple Pencil (2nd Generation),5.0,Great product.,"Reviewed in the United States on February 10, 2022",,True,Works great and feels good in your hand. I used it  to try Out different colors in Stainglass patterns and to fill out forms. I am still learning about it’s many different functions.,
Apple Pencil (2nd Generation),5.0,good,"Reviewed in the United States on July 12, 2022",,True,works well,
Apple Pencil (2nd Generation),5.0,Amazing apple pen!,"Reviewed in the United States on June 9, 2022",,True,Really great pen especially to use for procreate,
Apple Pencil (2nd Generation),4.0,Good quality product,"Reviewed in the United States on December 29, 2021",,True,No complaints is good I guess for a gift.,
Apple Pencil (2nd Generation),4.0,Idk if this was brand new cause it didn't have all plastic on it?,"Reviewed in the United States on May 23, 2021",,True,My apple pencil came semi new as in it didn't have full plastic as I think it should but when I opened it there was a tab on it that indicated somewhat of it being new so idk maybe just buy from normal apple site but other than that I will see tommarrow how it works.,
Apple Pencil (2nd Generation),5.0,Love it I just need to learn it,"Reviewed in the United States on December 22, 2021",,True,I got it to start learning graphic design it was tricky at first but I getting the hang of it and some of my art work is looking better and it so much better then pencil and shading it make it look 3D is so much simpler,
Apple Pencil (2nd Generation),4.0,Just wish it also worked on my iPhone 13,"Reviewed in the United States on February 3, 2022",,True,,
Apple Pencil (2nd Generation),4.0,Zagg Has and almost identical stylus for half the price.!!!!!,"Reviewed in the United States on April 1, 2021",,True,I found a stylist that works just like the Apple Pencil. It even has the tilt function. It is made by Zagg. The only differences is that it takes a USB-C to charge and it was 60 or 70 brand new! It is high-quality. I’m very happy I found this. Saves me a lot of money with how many pencils I go through!,
Apple Pencil (2nd Generation),4.0,Like it,"Reviewed in the United States on December 20, 2021",,True,"Touch screen good, accuracy but not easy to hold. Overall it’s good.",
Apple Pencil (2nd Generation),5.0,"Very expensive, but works wonderfully!","Reviewed in the United States on June 11, 2019",,True,"I am an Apple user and I needed to update my tablet, and by doing so, needed to get a new pencil. The two things I don’t like about apple products are, 1) cost and 2) they improve a product and then you can’t use it on any older products. I guess that’s the way it goes. The pencil is great. Charges easily, it’s design is perfect so it can attach to your tablet to charge. The flat side for charging also helps to keep it from rolling down the desk or table. Sturdy design in that it has held up to multiple drops from  a height of about for feet. (I am a bit clumsy). It still works! I would say the only complaint I have is that it’s expensive and because of that, nobody else uses it but me.",8 people found this helpful
Apple Pencil (2nd Generation),5.0,Make sure you connect it to Bluetooth!,"Reviewed in the United States on July 22, 2021",,True,I initially thought that this apple pencil didn't work but it just needed to be connected. I would say it is worth buying just because of the ease and simplicity and accuracy of the tool. It is great for work/school and charges really fast. Also holds a long battery life! I really enjoy the double-tap feature for erasing- makes everything so much faster.,4 people found this helpful
Apple Pencil (2nd Generation),5.0,It works,"Reviewed in the United States on March 18, 2021",,True,"Within the limits of my penmanship it is great.  Now, when I wake at night with an idea for a lecture I simply grab the iPad, pop the pencil, and scribble the note.  No need to turn on the lights or grab a laptop or, the absolute worst, turn on a bedside light and find a pen.  Am still finding out what it can do.  Excellent for someone who teaches etc.",
Apple Pencil (2nd Generation),5.0,Pretty good,"Reviewed in the United States on April 6, 2022",,True,"Does it’s job, got it on a sale so all the better. I have had not problems so far.",One person found this helpful
Apple Pencil (2nd Generation),4.0,Easy to set up,"Reviewed in the United States on August 8, 2021",,True,a great upgrade very easy to set up and easier to use I use it on my Ipad Pro 11 and in the weeks that I am using it a pleasant experience the price is somewhat expensive but if you use it to work it is worth it.,
Apple Pencil (2nd Generation),5.0,Excellent,"Reviewed in the United States on June 18, 2022",,True,Works flawlessly with my iPad pro,
Apple Pencil (2nd Generation),5.0,H,"Reviewed in the United States on July 9, 2022",,True,Great product,
Apple Pencil (2nd Generation),5.0,Love my iPencil for marking digital music scores,"Reviewed in the United States on March 29, 2022",,True,Now I can mark my digital music using ForScore program quickly and accurately and stay together with my choral music director.,
Apple Pencil (2nd Generation),5.0,Significant improvement over the first version,"Reviewed in the United States on April 13, 2022",,True,Charging the pencil is very convenient and the pencil works wonderfully on the iPad.  Get one.,
Apple Pencil (2nd Generation),5.0,Perfect,"Reviewed in the United States 🇺🇸 on July 8, 2022",,True,iPad use,
Apple Pencil (2nd Generation),5.0,Best pencil I haver ever owned,"Reviewed in the United States 🇺🇸 on December 31, 2021",,True,Apple really got it right with this pencil.  It is responsive and easy to hold.  I love that it attaches to the tablet magnetically and charges at the same time.  This pencil is always ready for action.,
Apple Pencil (2nd Generation),4.0,Better than 1st with one tiny drawback.,"Reviewed in the United States 🇺🇸 on April 28, 2021",,True,"Great but noticably but quite as great as 1st generation. Will randomly not write for like 2 seconds and then be fine. I teach high school math. This will happen roughly 10-15 times a day over the school day. Besides that the feel is much better, weight is much better, magnetic charging is so sweet.",
Apple Pencil (2nd Generation),5.0,I like the double tap and wireless charging upgrade,"Reviewed in the United States 🇺🇸 on December 1, 2021",,True,I have a 1st gen Pencil and I recently got a 2021 iPad mini therefore need a 2nd gen instead.Package arrived sealed and intact. the newer version is 1cm shorter and around 3g lighter than the old one.So far it works great! I like the wireless charging feature.,
Apple Pencil (2nd Generation),3.0,Defective… replaced via warranty,"Reviewed in the United States 🇺🇸 on August 24, 2022",,True,"Lasted couple weeks. Quit working, needed replacement",
Apple Pencil (2nd Generation),5.0,Love it so much,"Reviewed in the United States 🇺🇸 on April 21, 2022",,True,This pencil has made my life so much easier would not trade it for another,
Apple Pencil (2nd Generation),5.0,Loveeee,"Reviewed in the United States 🇺🇸 on June 25, 2022",,True,Amazing just as said,
Apple Pencil (2nd Generation),5.0,So nice to hold,"Reviewed in the United States 🇺🇸 on February 15, 2022",,True,I love the way that this pencil feels in my hand. It makes doing anything with an iPad feel like a whole experience. I love to use it for hay day.,
Apple Pencil (2nd Generation),5.0,Perfect,"Reviewed in the United States 🇺🇸 on February 19, 2022",,True,It’s Apple.  It works great. My wife uses this to play games on her iPad. It drives me crazy but she loves it. I call it “tippy taps”.,
Apple Pencil (2nd Generation),5.0,Apple Pencil,"Reviewed in the United States 🇺🇸 on May 10, 2022",,True,Very easy to work with does great for my paintings,
Apple Pencil (2nd Generation),4.0,good,"Reviewed in the United States on January 11, 2022",,True,easy to use,
Apple Pencil (2nd Generation),5.0,"Not new, product is fine though","Reviewed in the United States on March 7, 2022",,True,The pencil received  was not new the box had already been opened and was dirty.However the pen works normally and was fully charged,
Apple Pencil (2nd Generation),5.0,Awesome,"Reviewed in the United States on January 26, 2022",,True,It was a gift for my husband and he really loves it. He uses it for making notes from meetings so is an easy job but we already tried for drawing and it’s amazing 🤩,
Apple Pencil (2nd Generation),2.0,Only lasted 4 months!,"Reviewed in the United States on January 22, 2021",,True,"Just ordered and Received on Sept 11th 2020 and it is no longer recognized by my Ipad pro 11. It was working and charged as I took it off and put it back on to check battery status, I than took it off to use it and it wasn't working so I went into my Bluetooth to see it said not connected. I clicked the i ""forget device"" placed the pencil back onto the device, found the pencil under avaliable devices but it still wouldn't connect I kept getting an error message. I than turned the tablet off and back on tried it again but this time no pencil was found under ""devices"" or ""avaliable devices"" I tried this over and over and still the same result. The pencil was fully charged so no reason it should be dead but I figured hey what can it hurt to let it charge for awhile to see if maybe it has a batter issue. Let it charge for 30 minutes and still nothing! 4 months old and already useless!!!! I loved this pencil used it to edit photos, used it when creating designs so helpful but it isn't worth $130 if it is going to break after 4 months! Am going to contact Apple tomorrow to see what they can do about it since I purchased it brand new sealed in the box.",7 people found this helpful
Apple Pencil (2nd Generation),5.0,Useful and versatile tool,"Reviewed in the United States on October 16, 2021",,True,"I'm using this tool more than expected.  I write journal entries, meet notes, and coloring apps. It works well as a pointer.  The best feature is that I can now sign in electronic documents with ease!  The only negative feature is the price.  I'm very careful not too loose it!",
Apple Pencil (2nd Generation),4.0,ChArging issues,"Reviewed in the United States on September 24, 2021",,True,Overall I love the product BUT wish there was a second way to Charge it… I currently have to remove my iPad case to change the pen everyday day or so.,
Apple Pencil (2nd Generation),5.0,Apple product for Less!,"Reviewed in the United States on February 22, 2022",,True,I use this with my iPad Pro and it does what it says it does. What I liked was saving a few dollars over Apple's online cost.,
Apple Pencil (2nd Generation),5.0,I know Apple made another expensive product but,"Reviewed in the United States on June 26, 2021",,True,Apple has this weird fetish of releasing products that seem over priced but I can honestly say when you get You’re hands on this you know why it cost so much. It’s insanely accurate and has so many features that you can make just about any digital artwork with it. I think it even puts some of the pro tools to shame.,
Apple Pencil (2nd Generation),3.0,Wasn’t compatible,"Reviewed in the United States on August 11, 2022",,True,Make sure that your device is compatible before buying.,
Apple Pencil (2nd Generation),5.0,Light and easy to use,"Reviewed in the United States on April 9, 2022",,True,The Pencil works well with the screen protector and is very accurate during writing or drawing,
Apple Pencil (2nd Generation),5.0,Apple Quality,"Reviewed in the United States 🇺🇸 on January 28, 2022",,True,The reason I bought this apple pencil is because I can't find the previous one. Compared to the first generation it is really too good to use there is really nothing to say.,
Apple Pencil (2nd Generation),5.0,Very nice pen but the battery life isn't so good,"Reviewed in the United States 🇺🇸 on April 7, 2022",,True,"Apple says 12 hour batter life, thats a lie but at least it charges very fast",
Apple Pencil (2nd Generation),5.0,The pencil was amzing,"Reviewed in the United States 🇺🇸 on April 20, 2022",,True,It works really well and the magnet sticks really good to the I pad,
Apple Pencil (2nd Generation),5.0,good pen,"Reviewed in the United States 🇺🇸 on April 9, 2022",,True,I have not had any problems with this pen on my Apple iPad 4.,
Apple Pencil (2nd Generation),5.0,Great for designing &&everything else,"Reviewed in the United States 🇺🇸 on April 30, 2021",,True,"Bought this with iPad Air 4th Gen (green) , the improvements they made for this pencil were definitely needed and I feel like I never want to use my finger for a touch screen again. It feels weird when I pick up my iPhone and unconsciously try to use the pencil lol... wish they would find a way to cross the pencil with the iPhone",
Apple Pencil (2nd Generation),5.0,Es bastante facil de manejar,"Reviewed in the United States 🇺🇸 on May 6, 2022",,True,No me gusta el precio ni tener que comprarle puntas,
Apple Pencil (2nd Generation),5.0,Apple Pencil (2nd Generation) is an ESSENTIAL ITEM,"Reviewed in the United States 🇺🇸 on May 26, 2021",,True,"I can’t imagine using my iPad Pro without this pencil. Without my knowing it, I dropped the first one on the floor and the dog destroyed it. As soon as I realized what happened I IMMEDIATELY ordered this new one. It got here very quickly and I’m grateful because it’s absolutely essential to my enjoying my iPad Pro. Arrives fully charged and ready to go.",
Apple Pencil (2nd Generation),5.0,Love the Apple Pencil,"Reviewed in the United States 🇺🇸 on January 24, 2022",,True,"Upgraded to an iPad Pro and went with the Apple Pencil. One area where you shouldn't skimp - other pencils work, but I'm constantly amazed at how intuitive it is. Love this tool!",
Apple Pencil (2nd Generation),5.0,Great!,"Reviewed in the United States 🇺🇸 on January 22, 2022",,True,"Normally, I would buy a regular stylus, but I bought a tablet for drawing. The apple pen works great! Just make sure when you buying an apple pen that it's compatible with your tablet.",
Apple Pencil (2nd Generation),4.0,good product,"Reviewed in the United States 🇺🇸 on September 24, 2021",,True,"For the price on offer it is a good product, although there are also many units that arrive damaged, apple products are great because of the apple guarantee",
Apple Pencil (2nd Generation),5.0,Better than apple pen,"Reviewed in the United States 🇺🇸 on January 26, 2022",,True,I like this pen better than the apple pen itself. It’s easy to turn on and off and it works with all the apple pen applications. I find it easy to hold.,
Apple Pencil (2nd Generation),4.0,What did I do before?,"Reviewed in the United States 🇺🇸 on August 30, 2020",,True,"I don't know how I used procreate on my iPad before this! It has never died, is super easy to charge since it just connects to the iPad, and is just the right weight! The only down side I find is that sometimes the tip will come slightly unscrewed, meaning the touch doesn't register. I'm not sure if it's just user error, but it only takes a second or two to screw back in.",
Apple Pencil (2nd Generation),3.0,"Pen tip is bent, Nib wore down immediately.","Reviewed in the United States 🇺🇸 on April 8, 2022",,True,The pen itself works amazing but the quality I received it in was not great. I've been using it for about a month and the nib is already worn down to the metal. And the nib is bent and I can't straighten it out.,
Apple Pencil (2nd Generation),3.0,Faulty,"Reviewed in the United States 🇺🇸 on January 12, 2022",,True,This product was a big disappointment. I ordered this as I had a new iPad coming however I had it along time before I got my iPad so haven’t used it in time to complain and send back. It has dead spots that don’t work. I’ll be drawing and if a certain part of the tip touches screen I get absolutely nothing. And have to keep turning the pencil till it works agin. Very frustrating for how expensive it is.,One person found this helpful
Apple Pencil (2nd Generation),5.0,Great Pencil,"Reviewed in the United States 🇺🇸 on September 3, 2021",,True,"This was a gift for hubby. I have the older style and love it so thought he'd enjoy having one for his new iPad. So far so good. He doesn't use it as much as I use mine but all that means is I might ""borrow"" it permanently when I get the new iPad.",
Apple Pencil (2nd Generation),2.0,Is it new or old?,"Reviewed in the United States 🇺🇸 on January 10, 2023",,True,There was no protective film when I received the goods. I don't know if it is a new product or an old product?,One person found this helpful
Apple Pencil (2nd Generation),5.0,Wonderful product,"Reviewed in the United States 🇺🇸 on March 23, 2022",,True,"Purchased from bestbuy after shipment of order was stolen, but still glad I bought another one! Very useful",
Apple Pencil (2nd Generation),3.0,Breaks your screen protecter,"Reviewed in the United States 🇺🇸 on March 23, 2022",,True,"I really like this product as it helps with my drawings, but there's one downside to it, It keeps breaking my screen protecter, and every time it breaks the screen protecter it gives off such a creek, i don't know if it's supposed to be like that.",
Apple Pencil (2nd Generation),5.0,Very good pencil,"Reviewed in the United States 🇺🇸 on February 16, 2022",,True,I would recommend using a screen cover like Paper Like or tips for the end like Pen Tips to make writing more like writing on paper.,
Apple Pencil (2nd Generation),5.0,Best pencil out there,"Reviewed in the United States 🇺🇸 on January 24, 2021",,True,"Best pencil on the market and a great price. Any time you can save a few dollars on an Apple product it is worth the deal. There are lot “knock off” Apple pencils on Amazon and many are quite good for the money but you will not find any that work as well as the authentic Apple Pencil 2. It is even sensitive to pressure and behaves like a real pencil. Amazing ..,",
Apple Pencil (2nd Generation),5.0,If you need an iPad stylus…. Just buy it,"Reviewed in the United States on March 23, 2022",,True,"It’s made by apple, what else is there to say. Expensive but worth every penny for the experience.",
Apple Pencil (2nd Generation),5.0,"No Surprise Here, It's Apple","Reviewed in the United States on December 11, 2021",,True,"The second generation pencil works as it should. No surprises, easy to write with, or touch with. Holds charge very well. Absolutely no issues so far......unlike some of the ""cheap knockoffs"" I tried. This holds true again, you get what you pay for.",
Apple Pencil (2nd Generation),5.0,Works Well,"Reviewed in the United States on May 4, 2022",,True,Legit! And was pretty cheap when I got it too.,
Apple Pencil (2nd Generation),5.0,Worth buying.,"Reviewed in the United States on March 26, 2022",,True,Have not found anything I do not like about it. It is great for taking notes.,
Apple Pencil (2nd Generation),1.0,Isn't it a new product?,"Reviewed in the United States on February 28, 2023",,True,I often bought the same product here.There was no problem.But this time unexpectedly I received an open box product without sealing.open box product was wrapped in the plastic bag shown in the picture with .also The plastic wrapping tape stuck to the pencil box and made me sad.because i ordered a brand new productThe same product I ordered on the same day was a perfect new product.I have never ordered a refurbished product or an opened product.,One person found this helpful
Apple Pencil (2nd Generation),5.0,Great pen,"Reviewed in the United States on March 6, 2022",,True,Purchased for my daughter's ipad..she loves it..especially the fact her notes are now written directly on the screen..no more paper needed,
Apple Pencil (2nd Generation),4.0,very picky pen,"Reviewed in the United States on May 4, 2021",,True,"I have a mini and bought the 2nd gen on accident because I'm special, but I ended up giving it away to a friend who had an iPad pro. It's a really expensive pen with really expensive needs, but if you're okay with that then it works pretty well.",
Apple Pencil (2nd Generation),2.0,"It works, but it’s going to die. Not worth","Reviewed in the United States on June 8, 2022",,True,"The delivery was fine, I used this pen maybe like 2 or 3 times lol, I bought it in June, and it completely stopped working in July, like it’s always connected to my iPad, if the price was way lower I’d understand and buy a new one, but a Apple product at this price I expect way more durability and life. This has made me rethink how I view apple, they are not as superior as I once thought. 1 to 2 months and your $130 pencil will just stop working cold turkey. It’s clearly a cash grab by apple because this is not it lol. 2 stars because it at least worked for a limited and brief time.",2 people found this helpful
Apple Pencil (2nd Generation),5.0,Amazing pen!!!,"Reviewed in the United States on September 16, 2021",,True,What I love about the pen is that it is easy to you. As you can see I have a pen case on it to protect it from getting dirty. And I also have a tip protector on it as well. I'm so in love with it. The price was worth it.,
Apple Pencil (2nd Generation),5.0,Good purchase! Worth it,"Reviewed in the United States on January 19, 2022",,True,"It’s really good, dose change from the side of ipad. The pen is good but when I draw my hand does sometime mess it up. But that’s normal, overall it’s a good purchase!",
Apple Pencil (2nd Generation),5.0,It Is Apple Pencil (2nd Generation),"Reviewed in the United States on November 24, 2021",,True,"I had an older iPad with the original Apple Pencil. I preferred how the original pencil worked but the magnetic charging feature on this is really handy. If you are thinking of getting a pencil, this is the one. Anything else is just inferior.",3 people found this helpful
Apple Pencil (2nd Generation),5.0,Works like a charm.,"Reviewed in the United States on March 15, 2020",,True,"I love the Apple Pencil! My only complaint was the time it took to receive this. I was originally given a date, and then that day came and Amazon pushed it out another week. If I had known it was going to take 2 weeks to get it I would have purchased one locally. All in all, though, the pencil is great and it’s durable. I dropped my iPad boarding a plane and the iPad landed on the pencil (in a case). No damage to the iPad but the pencil received a minor crack and bend. Still works great and charges no problem!",
Apple Pencil (2nd Generation),5.0,Great tool,"Reviewed in the United States on May 27, 2022",,True,Great tool - just very pricey.,
Apple Pencil (2nd Generation),5.0,Good for what’s it’s meant for but to expensive,"Reviewed in the United States on October 7, 2021",,True,So I bought the pencil for Lightroom and photoshop for my iPad Pro gen4. It works well with it. The times I have used it. It’s nice. Just I think for the price of what it is was a bit high. Half price would be a little bit better IMO,
Apple Pencil (2nd Generation),5.0,Great tool for artists.,"Reviewed in the United States on December 7, 2018",,True,"I am an amateur artist trying to learn how to do digital art. As someone who is used a pencil and paper, I have had a hard time transitioning to the new medium. However, this device has made it very easy for me to make the transition. If you’re a traditional artist trying to get into digital art, I would definitely recommend getting this.","1,828 people found this helpful"
Apple Pencil (2nd Generation),5.0,Great product,"Reviewed in the United States on March 14, 2022",,True,"Works perfectly, it is an original product, I checked on the Apple website. Arrived in perfect conditions and pretty fast.",
Apple Pencil (2nd Generation),5.0,LOVE THIS PRODUCT,"Reviewed in the United States on June 8, 2020",,True,I bought this for my boyfriend as a gift to go with his new iPad and WOW! The Gen 2 pencil is a game-changer from the Gen 1. He loves how it attaches and charges in the side of the iPad. It feels great in your hand and is as easy to use as a regular pencil or pen. I’ve used it multiple times to do sketches and it is extremely accurate with directional cues as well as pressure strokes (which is super cool). I would recommend this accessory for anyone buying an iPad!,
