product_name,rating,title,location_and_date,options,verified_purchase,text,helpful_count
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,AMAZING!!!!!,"Reviewed in the United States on October 6, 2022",Color: Splatoon | Style: Console,True,Oh my GOD. I ADORE SPLATOON. This switch is nicely designed and probably my favorite collectors edition I own... HUGE fan since 2015. I recommend to anyone who loves splatoon or is looking for a switch upgrade. Battery life is way better than the first switch I got May 2017. BEAUTIFUL BIG SCREEN.,One person found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Life sucks but the Switch doesn't.,"Reviewed in the United States on October 26, 2022",Color: White | Style: Console,True,"Love the Switch, I call it my new Gameboy. Haven't played it on the TV yet. Get it and buy the the actual copies of games. It's nice to hold the game in your hand for a Nintendo console like this.",3 people found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,3.0,"AC Adaptor does not work, cant connect to TV","Reviewed in the United States on December 25, 2022",Color: White | Style: Console,True,"power cord does not work at all. Visually it looks fine, no obvious damage, but no power going through. Even tried using the cord with my switch Lite, nothing. no power, no charge.Luckily, the AC Adaptor (power cord) for my switch Lite worked just fine so I’m using that with the OLED console. Works perfectly fine.Still, shameful to spend $400 and have one of the major components as a bin-filler.Get it together, Nintendo/Amazon!",One person found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,great gift,"Reviewed in the United States on December 4, 2022",Color: White | Style: Console,True,bought this for my wife and have to say it was well worth the upgrade,One person found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Works great,"Reviewed in the United States on October 29, 2022",Color: White | Style: Console,True,Def glad I purchased it. Got it the next day. Was waiting for military store to get it so I wouldn’t pay taxes but the benefit of next day delivery is unbeatable. Console works great.,One person found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Love it,"Reviewed in the United States on October 18, 2022",Color: White | Style: Console,True,No kids. Just me and my husband. And some good old Mario games. We’ve also purchased other games. Love the convenience during work breaks and will soon get Nintendo sports to beat my husband in. Good investment for quality family time.,2 people found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Gets more fun as more old games are added,"Reviewed in the United States on September 22, 2022",Color: White | Style: Console,True,"Great system, enjoyable, especially as more of the old Wii games become more available.  Saving up to get the Sports game. My only issue is that there is almost too much functionality.  It's hard to keep track of what each button does and which combination of buttons does what. The Wii was much easier in that way.",9 people found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,The chanrhing port broke after 5 or 6 months. Now can't play with other people,"Reviewed in the United States on November 2, 2022",Color: White | Style: Console,True,The charge port broke after just 5 months .. now can't play it on the TV. Or charge the control.. will never buy anything again from her or the switch,
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Worth the money!,"Reviewed in the United States on December 3, 2022",Color: White | Style: Console,True,Pretty much improves on most aspects of the Nintendo switch! It feels VERY premium,One person found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,3.0,CHARGER FOR EAU - Be warned,"Reviewed in the United States on January 16, 2023",Color: Neon Blue and Red | Style: Console,True,"This particular item ships from the US, but comes with a UAE charger and adapter. Be warned.You may need to purchase a US charger, or be careful to keep track of the adapter.",One person found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Best Switch Console So Far!,"Reviewed in the United States on March 7, 2022",Color: White | Style: Console,True,"This is my family's 4th switch console, my daughter had a lite, my bf had an original release switch and after a faulty fan in my original release switch I got the ACNH switch. All great in their own regards, but the OLED is great. The dock is sleek, the back cover of the dock where you plug in all the cords detaches, instead of like in regular switch docks where you just hear the thin plastic clanking. It's round edges are aesthetically pleasing. The fact it has a built in ethernet cord is a game changer. During the data transfer from my bfs switch to this switch (as this was a gift for him) placing the switch on the dock alone cut the download speed down 4x. It's got a big beautiful and vibrant screen also in comparison to the OG switch. It also came 11 days earlier than expected!!",
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,3.0,"Singapore, and wrong color...works great!","Reviewed in the United States on January 7, 2023",Color: Neon Blue and Red | Style: Console,True,"It's exactly what is says it is, but I ordered red/blue and got white. Also a Singapore model but that shouldn't bother anyone. Got for a birthday so didn't have time to return for desired color. You'll want to buy a domestic power cord for this one. Works great!",
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Very fun,"Reviewed in the United States on November 23, 2022",Color: White | Style: Console,True,I don't really have much to write here. It's fun to play with and looks pretty nice.,
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Excellent,"Reviewed in the United States on December 18, 2022",Color: Neon Blue and Red | Style: Console,True,Just as advertised.,
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,3.0,Wrong charger.,"Reviewed in the United States on December 28, 2022",Color: Neon Blue and Red | Style: Console,True,The Switch is great. I went out of my way to not buy the U.K. version and it ended up being just that with a U.S. adapter. The adapter is loose when you plug it in and just bad quality. If you purchase this Switch you should expect to also spend another $16-$30 on the correct charger cord. Other than that it has been great.,2 people found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Good,"Reviewed in the United States on December 22, 2022",Color: White | Style: Console,True,Good condition,
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,4.0,Great!,"Reviewed in the United States on September 20, 2022",Color: Neon Blue and Red | Style: Console,True,It's fun and the portability is the best part about it.,
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Nice Upgrade,"Reviewed in the United States on November 3, 2022",Color: White | Style: Console,True,"Very noticeable upgrade from original switch. Nice display, sleek design and the stand on the back is much more stable than the one on the og switch.",One person found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Sexy as could be!,"Reviewed in the United States on September 18, 2022",Color: White | Style: Console,True,"Absolutely fantastic image quality, and stellar battery life. $349 is cheap when you consider what you're buying, even at normal stock price. Also, mad respect to Amazon for replacing the first oled switch I ordered that was stolen. I had to reorder this one for my son's birthday. Make sure they hide your deliveries in a safe spot...",5 people found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Muy efectivo al comprar,"Reviewed in the United States on December 10, 2022",Color: Neon Blue and Red | Style: Console,True,Bueno y bajos precios,
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,OLED switch makes a difference,"Reviewed in the United States on September 26, 2022",Color: Splatoon | Style: Console,True,"I have had 3 switches now, the original , the battery enhanced one and this new oled switch. The screen in handheld mode is a GAME CHNAGER. the brightness and everything is just great. Splatoon 3 looks incredible, everything I've played just looks so sharp. Glad I made the upgrade",One person found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,A Worthy Upgrade!,"Reviewed in the United States on October 14, 2021",Color: White | Style: Console,True,"To stat off, before this upgrade I was rocking the Mario Odyssey Launch Switch. While it has served its purpose for the last 4 years, it was getting pretty tired. The battery life was not great, and the screen was small. I play in mostly handheld mode, never docked.When I heard that Nintendo was going to release an updated model, aimed at handheld players, I was all over it.First things first, do not pay scalper pricing. This thing is WORTH $350, but not anymore.Secondly, the screen on this thing is amazing. While it is not that much bigger on paper, but it looks alot bigger in person. The colors are 150% better than the original's screen also. When I first got it, I was popping in games and just looking at how much better they look. The battery life is also significantly better.If you are manly a handheld player and have a launch switch, I would say UPGRADE! We do not know when the ""Switch Pro"" is going to come, but this will definitely hold me off until then. BUY IT!",15 people found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Loved my new Nintendo Switch,"Reviewed in the United States on November 12, 2022",Color: White | Style: Console,True,"I enjoy playing Pokemon games in my new Nintendo Switch, it looks good and modern, great match for a minimalistic set up.",One person found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,It’s awesome,"Reviewed in the United States on October 29, 2022",Color: White | Style: Console,True,I love playing games and it’s awesome. One thing and not sure if it’s a glitch or my tv but it goes black for a second or two. Overall good,
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Freshest Switch edition so far!,"Reviewed in the United States on September 6, 2022",Color: Splatoon | Style: Console,True," The look of this switch in person look stunning good, which I already concluded that this is a great upgrade from my lunch release switch. I hope that I won't experience drift anytime soon, cause these joycon are very nice looking. I personally never used a OLED display, so when seeing true balck has trick me, for I thought my switch might have gone in sleep mode. I been 2 days, and I loving it. Can't wait for the game to release.",One person found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Beautiful switch,"Reviewed in the United States on September 2, 2022",Color: Splatoon | Style: Console,True,"This is my 3rd switch but my 1st oled one and it's so beautiful, they really out did themselvesThe only downside is it dose not come with the game, it also says that on the box, but that's okay cus I knew that when I bought it.This is definitely my favorite switch I have now I highly recommend it to someone who don't have a switch yet",7 people found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,switch lite to OLED model is great upgrade,"Reviewed in the United States on October 29, 2022",Color: White | Style: Console,True,this was an upgrade from a switch lite to the OLED model.  It is well worth the investment for the screen alone and the upgraded accessories.,
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,So sleek,"Reviewed in the United States on November 6, 2022",Color: White | Style: Console,True,"The screen is so much nicer than the original switch. Very sleek and I like that, as I always use it as handheld.",
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Worth it,"Reviewed in the United States on November 26, 2022",Color: White | Style: Console,True,I bought this Nintendo switch OLED for my boyfriend as an early Christmas gift & he loves it. 5 ⭐⭐⭐⭐⭐,5 people found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,3.0,"Only buy OLED, Only by WhiteCons, never pay more $350.00 and always buy Ship & Sold by Amazon","Reviewed in the United States on January 12, 2022",Color: White | Style: Console,True,"Getting it from Amazon Distrobution Centers in a Major City Hub Next to your City and Address is what Ship and Sold by Amazon, not much room for logistics errors here and not shipping from overseas saves tons of time and money, and time is money friends, the Consoles not that great which is what imma get into next I'd recommend PS4Pro or Ps5 over it any day. So save your money and just know coming from a hard-core gamer of 42 years with all consoles experience and PC Gaming Experience as well, trust me with what I say...There is so Fanantasy through Nostalgia for Millienials that Nintendo has Mario and Zelda and when nothing else is available (oh I gotsta gets my Switch!) To show off to your friends and fam fams, now if this is the case make sure to buy Tennis Aces, Zelda Skyward Sword, Mario Kart 8, Smash Bros Ultimate, Mario Golf Super Rush, and any and all Licensed by Nintendo Games, which are the most expensive, be sure to by a big Accessories pack and that iVoler case that holds the dock, which this is meant to be Docked up and LANed. Although stronger WiFi signal is OK for most games because Matchmaking is strangely scarce, unless they are all playing Fortnite and other freebies. Mario Kart should always be busy though if it ever isn't Nintendo died. Like so 3rd Party Games like Tony Hawk 1+2 have limited control and lines are way harder to pull off like I remember pulling off million point combos but not on this version, Doom Eternal has the player getting massacred by the dayum baby Spider just cause the controls aren't made for Switch. Small Japanese Thumbs are what original joy-cons are for. NUFF SAID.",6 people found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,A lot of fun,"Reviewed in the United States on December 1, 2022",Color: White | Style: Console,True,Can’t go wrong with this system. Very fun,
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Its worth!,"Reviewed in the United States on October 14, 2022",Color: White | Style: Console,True,"In the beginning, i’ve thought that is a unnecessary but i like this console and i recommend for everyone. My favorite games are splatoon 3, pokemon unite, metroid dread and soon i probably will play Pokemon violet",3 people found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Best console on the market,"Reviewed in the United States on August 5, 2022",Color: White | Style: Console,True,"Currently I have a PS5, a Xbox Series X, and a OLED Nintendo Switch in my home. The Switch gets the most playing time by far. It’s not all about raw power and graphics, it’s the games. And Nintendo first party titles are the best IMO. I also love the portability and being able to pick up the Switch and start a game at any time. If you’re on the fence about which system to get, this is the ONE!",7 people found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Great! Its all new,"Reviewed in the United States on December 8, 2022",Color: White | Style: Console,True,All its new great Choice,
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Amazing best gaming console I own!,"Reviewed in the United States on October 16, 2022",Color: White | Style: Console,True,"I love it, the bigger oled display is so nice to have for games. It has great battery life and it can be taken with me on trips. Best gaming purchases iv made.",
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Nintendo Out Did Themselves!,"Reviewed in the United States 🇺🇸 on September 7, 2022",Color: Neon Blue and Red | Style: Console,True,"Amazon stands behind everything they sell! Item arrived incomplete and they made it right instantly. Nintendo really came out swinging with this unit. Not only a handheld, but also a console that connects to your TV. Just really wished they made DS games compatible with the Switch. Other than that, great device. Hours of enjoyment for all!",5 people found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Get this switch if you don’t know what to pick,"Reviewed in the United States 🇺🇸 on September 14, 2022",Color: White | Style: Console,True,"This thing’s got a beautiful OLED screen, an actually functioning kickstand, and a thin bezel. Games on here look premium. If you don’t know how often you’ll be playing on the big screen, buy this. If you don’t know how long you’ll be on the go for, buy this. It’s the ultimate switch experience.",4 people found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,"I love it, I love it.","Reviewed in the United States 🇺🇸 on April 19, 2022",Color: Neon Blue and Red | Style: Console,True,"I'm so happy with my purchase. I bought the new oled version and it came so quickly and when they said it would. I went through USA Supply Source and they were awesome. The switch itself had no damage but the box had a few minor dents in it. Nothing to worry about.The switch was super easy to set up, came with the docking station and handheld for the joycons as well as the charging wire and adaptor wire for the tv. My one complaint is there are no instructions. If youve never had a switch before, you have to look on YouTube for ways to get the docking station to work. Slightly annoying but not that big of a deal. Overall I love my new switch.",
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,An Awesome Upgrade!,"Reviewed in the United States 🇺🇸 on September 19, 2022",Color: White | Style: Console,True,"OLED Nintendo Switch is way better than regular Nintendo Switch! It makes handheld gaming much fun with a bigger screen, it loads twice as fast and has more storage. I would highly recommend this to anyone that needs or wants one. I also recommend buying a case for this so it won't break.",4 people found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Not outrageously overpriced!,"Reviewed in the United States 🇺🇸 on June 3, 2022",Color: White | Style: Console,True,"I've been trying to get my hands on one of these since they were released but couldn't find then anywhere for under $600, so I'm so glad I found this one from Adorama! I also love that it comes with the joy-cons controller, it makes it so much easier to play games either on the TV or with the switch console propped on a table without having to buy a separate controller. Overall, this system is amazing and if you can find it for retail value you should definitely grab it up. And that screen is to die for! The graphics and screen size are a huge upgrade from the previous switch.",2 people found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,there's no reason not to upgrade- especially if you mainly play handheld,"Reviewed in the United States 🇺🇸 on October 5, 2022",Color: White | Style: Console,True,"i upgraded to the OLED from my switch lite. it's a huge console, but the screen is excellent quality and i like the kickstand on the back. there's no reason not to upgrade if you play a lot of handheld.",2 people found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,4.0,Far better then the Original,"Reviewed in the United States 🇺🇸 on January 7, 2022",Color: White | Style: Console,True,"If you can get this one, do it. This model of the switch in most specs is similar to the original. Although, The biggest change, being the screen, is a game changer. The colors pop so much more and there is no longer a visible air gap between the panel and the screen. The screen feels quite bigger and makes a difference when playing games in terms of immersion. Sadly the joycons are still not as solid when connected to the switch. They have a bit of wobble which doesn't feel as nice. The kickstand for playing games in tabletop mode is way better since the switch won't simply fall over like the original does. This might not be no switch pro but, it feels way nicer then the original overall and is worth the extra $50.",3 people found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,4.0,Good buy,"Reviewed in the United States 🇺🇸 on July 19, 2022",Color: Neon Blue and Red | Style: Console,True,"My son bought this and loves it. The only thing I would say is be careful the amount of time spent on these devices. Have a good balance of game time, outdoor time, prayer time etc.",
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,"Fun for 10 year olds, that are  NOT addicted to PS games.","Reviewed in the United States 🇺🇸 on November 17, 2022",Color: White | Style: Console,True,To me it is a games  system preteens can enjoy without the hype.,One person found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Worth it if you play handheld more than docked,"Reviewed in the United States 🇺🇸 on November 9, 2021",Color: White | Style: Console,True,"Nintendo Switch OLED is quite a nice machine.  The main draw is the bigger screen and it being OLED.  The screen is beautiful no doubt about it.  The kick stand works so much better than the earlier models.  The sounds is t that big of an upgrade but it does sound better to me if slightly.  I would say this is only worth the upgrade if those things above are important to you as you would be playing in handheld mode most of the time.My biggest complaint, the price.  The machine technology is OLD.  Nintendo could have dropped the price years ago and still make a good profit on each system sold.  This should have been $300 max and they should have dropped the other to $250-$270.  Bring on that Super Nintendo Switch or give me a new dock with an APU to boost the games performance.  It would be great to play Zelda Breath of the wild at 1080p 60fps.",8 people found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,It has 3 screen protectors in place already!,"Reviewed in the United States on April 7, 2022",Color: White | Style: Console,True,I went to put a screen protector on my Switch and it had bubbles I could not remove so I lifted the protector and the original screen got bubbles. Apparently lifting an aftermarket screen protector on this model will lift the stock protectors causing bubbles. I did this with 3 screen protectors and found out that this model the OLED has 3 screen protectors already in place. Don't be like me and get a screen protector like the ones from amFilm which are very popular. If you do and get a bubble that requires lifting the new screen then I hope this doesn't happen to you. My whole point here is to inform you not to add another screen because you already have 3 of them which is more than sufficient.,
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,3.0,Missing AC ADAPTER,"Reviewed in the United States on November 27, 2022",Color: White | Style: Console,True,"I got my items on time and I'm everything seems to work fine which I'm happy with, however... you didn't get 4 or 5 stars because you didn't include the most important piece. The AC ADAPTER which allows me to play from my home TV screen. When I tried contacting help, they immediately told me they COULD NOT help me get my missing part. I spent all this money just to get screwed out of having the entire package???This is how you guys treat Amazon prime members?",4 people found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,super happy with the OLED!!!,"Reviewed in the United States on November 21, 2022",Color: White | Style: Console,True,brand new in the box and works phenomenally! no issues yet whatsoever! HAPPY!,2 people found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,3.0,Wrong charger,"Reviewed in the United States on January 8, 2023",Color: Neon Blue and Red | Style: Console,True,Very disappointed the AC adapter was not for U.S. power outlets. There was no indication when I purchased it. Had to buy myself a power adapter on top of the purchase price.,2 people found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,They last longer provided they are not thrown around,"Reviewed in the United States on December 9, 2022",Color: White | Style: Console,True,Just try it,
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,5 Stars All Around,"Reviewed in the United States on October 31, 2022",Color: White | Style: Console,True,This Switch is awesome! I can play all the Nintendo classics and originals. It's a big screen and crispy. Overall a great time.,
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Looks even better in person!,"Reviewed in the United States on September 2, 2022",Color: Splatoon | Style: Console,True,"I've had my original switch for a while now, and I was happy with it, but when I saw the release of the Splatoon Switch, I knew I had to have it! This switch is beautiful, from the gradients on the joy cons, to all the designs painted on the switch itself! It's really the best-looking switch to date!",One person found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Great if you don't have a Switch,"Reviewed in the United States on March 10, 2022",Color: White | Style: Console,True,"The screen is very sharp and the sound is clearer if you're a big music fan and can hear the differences. This is definitely a premium feeling product compared to the base model. The thing is, many people who don't play handheld mode or care about these minor improvements won't be satisfied with the minor quality of life changes if they already own a working Switch. For newcomers and those whose first run models are giving out, this is worth the extra 50. This puts the Switch Lite to shame. There's hardly a noticeable difference in portability. The Lite is more of an entry model.Another note, I recommend getting your Nintendo SwOLED from first party Amazon. There has been a scam going around where third parties will sell an original model in a SwOLED box.",
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,4.0,"The switch is great! Joycons, not so much..","Reviewed in the United States on July 17, 2022",Color: White | Style: Console,True,"I’ve had it a week, love the actual switch, I already ordered replacement joycons though because only after a week of having it, the left joystick is making a clicking sound and doesn’t feel right…",
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Awesome!!,"Reviewed in the United States on October 10, 2022",Color: White | Style: Console,True,Bought the OLED model because I wanted the upgraded screen and dock and it most definitely does not disappoint. Amazing graphics and pretty decent selection of games for the system.Great timely delivery Amazon,One person found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,everything I wanted,"Reviewed in the United States on August 15, 2022",Color: White | Style: Console,True,I've wanted a Switch OLED since they were released. I've been using my Switch Lite since pre-pandemic & LOVED it. I tried to save up to get a regular switch that I could dock & play multiplayer games with my friends & now I finally own my own OLED Switch! It’s so fast & the graphics are phenomenal! One of my best big girl purchases to date!☺️,7 people found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,OLED Nintendo Switch,"Reviewed in the United States on November 13, 2022",Color: Neon Blue and Red | Style: Console,True,Works amazing playing my animal crossing new horizons game on it …,
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Happy to have finally gotten one,"Reviewed in the United States on September 12, 2022",Color: White | Style: Console,True,"I've been looking at getting a Switch for a while, and based on a friend's suggestion, I decided to spring for the OLED model. It is honestly very nice, the screen is very vibrant, battery life is decent, and it's great to have as a portable option for gaming.",6 people found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Love this console,"Reviewed in the United States on November 13, 2022",Color: White | Style: Console,True,Great graphics. Easy set up. Nintendo has a great online store.,
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Everything I had hoped for,"Reviewed in the United States on August 28, 2022",Color: Splatoon | Style: Console,True,"The packaging was so cute, I have always wanted a switch and you’re telling me they made a splatoon 3 edition????? I couldn’t resist. The joy cons are so adorable and every little detail is lovely. If you’re a big fan of splatoon and you’ve always wanted to play it like me, you have to consider buying this. I’m in love.",20 people found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Last Minute Purchase,"Reviewed in the United States on September 6, 2022",Color: Splatoon | Style: Console,True,"Was out of the country when the switch went live. So had trouble buying this from other retailers. But thank you Amazon for being stocked once I came back! Shipped in less than week. Switch box a little damaged on one corner. But the main pie, hardware all intact.",One person found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Totally worth it,"Reviewed in the United States on October 6, 2022",Color: White | Style: Console,True,This is a decent hand held gaming device I wish it had more variety there game I'd like to have a portable device but decent  and for what u get worth it,3 people found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,I was Hesitant but so Glad I Bought it!! :-),"Reviewed in the United States on January 24, 2022",Color: White | Style: Console,True,"I originally didnt think much of the switch, didnt care to play it and just stuck to my ps4 without giving the switch a try.I finally gave it a chance because I wanted to play Pokemon Pearl and I am so happy I bought this switch! It has been so fun and I love that I can play on the big tv or take it with me wherever I want to go.It also gives me a little nostalgia because I grew up with gameboys and Nintendo always has the best handheld stuff.I'm glad I waited tho because then I got this new OLED model with the updates.Overall I am very happy, if youre looking for a fun flexible console totally get this. Oh and I love that with the Nintendo subscription you can play all kinds of old nintendo games too!",
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,good gift for kids,"Reviewed in the United States on November 15, 2022",Color: White | Style: Console,True,this is the birthday gift for my daughter，she likes it so much,
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Great device,"Reviewed in the United States on November 7, 2022",Color: White | Style: Console,True,Lots of fun portable and a very nice size screen with a great screen picture,
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Love it,"Reviewed in the United States 🇺🇸 on September 19, 2022",Color: White | Style: Console,True,"Play handheld, tabletop or dock it to your TV. A plethora of games for all ages including classics. The resolution on screen doesn’t look like 780p… it looks way better. You can link up to 4 remote controllers and customize any “pro” version.",4 people found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Endless fun!!!,"Reviewed in the United States 🇺🇸 on November 2, 2022",Color: White | Style: Console,True,"The game was easy to set up, bought games separately but tons of fun for you and your family",
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,3.0,Perfect Xmas gift,"Reviewed in the United States 🇺🇸 on December 31, 2022",Color: White | Style: Console,True,Exceeded my expectations. I purchased so my girls can play with each other. As I to was a nintendo child.They love it thus far we enjoy gaming with each other.,
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,My first game console. Love it!,"Reviewed in the United States 🇺🇸 on July 19, 2022",Color: White | Style: Console,True,"Growing up in a strict Asian family, I've always wanted a 3DS as a child and was craving to play games throughout my youth. My parents would say you will regret spending money on games in the future. They also said I'll thank them for stopping me. Well, I ended up growing into an adult that buys a Switch Oled and spends an average of >$500 on games per year lol Awesome console by the way, absolutely no regret buying.",
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Thank you,"Reviewed in the United States 🇺🇸 on November 24, 2022",Color: White | Style: Console,True,"Works great, love it thank you",One person found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,"Buen artículo, cargador americano!","Reviewed in the United States 🇺🇸 on December 12, 2022",Color: White | Style: Console,True," Buen estado, buen producto, divertido.",
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,The oled screen is wonderful,"Reviewed in the United States 🇺🇸 on October 29, 2022",Color: Neon Blue and Red | Style: Console,True,My son plays it more handheld than on the TV.  It has great quality.  Very nice system.,
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Bigger,"Reviewed in the United States 🇺🇸 on November 24, 2022",Color: White | Style: Console,True,Bigger better kids live it,
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Absolutely amazing.,"Reviewed in the United States 🇺🇸 on August 24, 2022",Color: White | Style: Console,True,"I upgraded from a Gameboy Advance I bought in 2001, so obviously my mind is blown. It looks amazing on it's own OLED screen (BOTW, Tales from the borderlands) and I just plugged it into my 77"" LG C2 after playing undocked for 2 weeks and it was even more amazing.",4 people found this helpful
Nintendo Switch – OLED Model w/ Neon Red & Neon Blue Joy-Con,5.0,Best Switch yet,"Reviewed in the United States 🇺🇸 on June 7, 2022",Color: White | Style: Console,True,"I played my old Switch exclusively in docked mode, I absolutely hated the screen on it and never really took it anywhere as a result. The OLED model however is a huge upgrade not only in display quality but also in battery life. It lasts WAY longer than my OG launch Switch, and the bigger brighter screen adds so much to the handheld experience that I now play it almost exclusively in handheld and tabletop modes. Absolutely beautiful, I kinda wish they'd come out with a Lite version of it so it can be even more portable.",3 people found this helpful
